id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,price,review_scores_location
1718664,f,Central Park,Manhattan,40.79797,-73.9593,Entire home/apt,6,140,4.57
1721115,f,Financial District,Manhattan,40.70646,-74.00755,Private room,2,160,5.00
1724731,f,Chelsea,Manhattan,40.74411,-74.00728,Entire home/apt,2,275,5.00
1725295,f,Murray Hill,Manhattan,40.74759,-73.9771,Private room,1,92,4.91
1727923,f,Williamsburg,Brooklyn,40.71512,-73.95499,Entire home/apt,2,98,4.83
1728625,f,Williamsburg,Brooklyn,40.71975,-73.94199,Entire home/apt,2,160,4.88
1728938,f,Park Slope,Brooklyn,40.67561,-73.97558,Private room,3,115,4.92
1729286,f,East Harlem,Manhattan,40.79528,-73.93495,Private room,2,56,4.31
1730937,f,Midtown,Manhattan,40.75617,-73.97164,Private room,1,199,5.00
1731245,f,Crown Heights,Brooklyn,40.67245,-73.92388,Entire home/apt,3,116,3.99
1731365,t,Upper West Side,Manhattan,40.79057,-73.967,Entire home/apt,7,550,4.94
1734724,f,Williamsburg,Brooklyn,40.7193,-73.95567,Entire home/apt,3,180,4.93
1735804,f,Bedford-Stuyvesant,Brooklyn,40.69117,-73.93146,Entire home/apt,3,175,4.47
1739847,f,Soundview,Bronx,40.81975,-73.87568,Private room,1,94,4.61
1741745,f,East Harlem,Manhattan,40.79858,-73.93585,Private room,2,95,0.00
1742654,f,Hell's Kitchen,Manhattan,40.76731,-73.98437,Entire home/apt,2,180,4.97
1743379,t,Williamsburg,Brooklyn,40.71,-73.96378,Entire home/apt,6,170,4.79
1744709,f,Bedford-Stuyvesant,Brooklyn,40.67915,-73.92254,Private room,3,200,5.00
1745430,f,Greenpoint,Brooklyn,40.72739,-73.94155,Entire home/apt,4,179,4.60
1750248,f,Harlem,Manhattan,40.80251,-73.9457,Private room,2,93,4.35
1750679,t,Crown Heights,Brooklyn,40.66949,-73.94939,Entire home/apt,3,185,4.69
1753671,f,East Harlem,Manhattan,40.79685,-73.94437,Private room,1,115,4.51
1755844,t,Crown Heights,Brooklyn,40.67205,-73.93601,Private room,1,507,4.50
1756174,f,East Village,Manhattan,40.72264,-73.98157,Private room,1,108,0.00
1756520,f,Bedford-Stuyvesant,Brooklyn,40.68259,-73.941414,Entire home/apt,4,369,0.00
1758391,f,Bedford-Stuyvesant,Brooklyn,40.69561,-73.93444,Private room,2,83,4.25
1759050,t,Wakefield,Bronx,40.91127,-73.83203,Entire home/apt,2,66,4.61
1759526,f,Chelsea,Manhattan,40.74547,-73.99248,Private room,1,99,5.00
1762852,f,Williamsburg,Brooklyn,40.70941,-73.95309,Private room,1,35,5.00
1763209,f,Astoria,Queens,40.7664,-73.92885,Private room,3,88,4.75
1766846,t,East Village,Manhattan,40.73031,-73.98476,Entire home/apt,1,134,4.95
1767037,t,Woodhaven,Queens,40.68939,-73.8519,Private room,2,36,4.63
1769357,f,Clinton Hill,Brooklyn,40.68425,-73.96465,Private room,1,55,4.81
1776732,t,Upper West Side,Manhattan,40.78907,-73.9688,Entire home/apt,7,500,4.93
1777007,f,Battery Park City,Manhattan,40.70948,-74.01564,Shared room,1,55,4.89
1778810,f,Fort Greene,Brooklyn,40.68489,-73.97167,Private room,2,92,5.00
1780748,f,Murray Hill,Manhattan,40.74749,-73.97218,Private room,1,151,4.95
1781052,f,Midtown,Manhattan,40.76375,-73.98242,Entire home/apt,4,250,0.00
1781786,f,Harlem,Manhattan,40.80581,-73.95569,Entire home/apt,3,164,4.61
1782667,f,Williamsburg,Brooklyn,40.70979,-73.92209,Private room,1,72,4.76
1782872,t,Tribeca,Manhattan,40.71632,-74.01077,Entire home/apt,2,192,4.86
1785942,f,Prospect-Lefferts Gardens,Brooklyn,40.65938,-73.95117,Private room,1,44,4.30
1788989,f,Nolita,Manhattan,40.72368,-73.99422,Entire home/apt,4,225,5.00
1789715,f,Upper East Side,Manhattan,40.78322,-73.95005,Entire home/apt,4,199,4.00
1793091,f,Upper West Side,Manhattan,40.77652,-73.97792,Entire home/apt,2,175,4.95
1793104,t,Harlem,Manhattan,40.82361,-73.94583,Private room,1,55,5.00
1793411,f,East Village,Manhattan,40.73319,-73.9887,Entire home/apt,3,199,5.00
1797025,f,Crown Heights,Brooklyn,40.67164,-73.95175,Entire home/apt,3,95,4.79
1801130,f,Park Slope,Brooklyn,40.67627,-73.98157,Entire home/apt,4,179,4.80
1806378,f,Fort Greene,Brooklyn,40.68762,-73.97168,Entire home/apt,4,330,4.91
1806440,t,Williamsburg,Brooklyn,40.71912,-73.95743,Private room,1,50,4.96
1808497,f,Bedford-Stuyvesant,Brooklyn,40.69088,-73.94568,Private room,2,81,4.06
1808550,f,Bedford-Stuyvesant,Brooklyn,40.69141,-73.94652,Private room,2,82,3.96
1809547,f,Harlem,Manhattan,40.80336,-73.94669,Private room,2,76,4.36
1810640,f,Harlem,Manhattan,40.81812,-73.94355,Private room,4,140,0.00
1813681,f,Williamsburg,Brooklyn,40.71284,-73.94041,Entire home/apt,2,115,4.00
1813829,f,Harlem,Manhattan,40.82486,-73.94378,Private room,2,80,4.57
1817510,f,Bushwick,Brooklyn,40.69251,-73.92257,Entire home/apt,2,69,4.49
1818820,t,Williamsburg,Brooklyn,40.71609,-73.94144,Entire home/apt,2,199,4.73
1820858,f,Chelsea,Manhattan,40.74299,-73.99595,Entire home/apt,3,160,5.00
1821541,f,East Village,Manhattan,40.72186,-73.98504,Entire home/apt,7,350,4.93
1825949,f,Bedford-Stuyvesant,Brooklyn,40.68348,-73.92511,Private room,2,81,4.03
1826701,f,Harlem,Manhattan,40.82357,-73.95484,Private room,2,65,4.30
1831227,f,Harlem,Manhattan,40.8117,-73.93907,Entire home/apt,2,128,4.29
1832120,f,Williamsburg,Brooklyn,40.71084,-73.96401,Private room,2,121,4.98
1835367,t,Chelsea,Manhattan,40.74957,-73.99637,Entire home/apt,2,125,4.53
1839231,f,East Village,Manhattan,40.73139,-73.98431,Entire home/apt,2,150,0.00
1839341,f,Williamsburg,Brooklyn,40.71962,-73.96405,Entire home/apt,4,300,5.00
1844088,t,Midtown,Manhattan,40.75378,-73.96655,Shared room,2,118,4.92
1845817,f,Harlem,Manhattan,40.81322,-73.95311,Private room,2,50,4.92
1846370,f,Hell's Kitchen,Manhattan,40.78151,-74.01261,Entire home/apt,6,195,4.69
1846580,f,South Slope,Brooklyn,40.66415,-73.97866,Private room,2,200,4.94
1847389,t,Red Hook,Brooklyn,40.67505,-74.00094,Entire home/apt,2,249,4.89
1851567,f,Harlem,Manhattan,40.80633,-73.94987,Private room,1,60,4.52
1853765,f,Upper East Side,Manhattan,40.77593,-73.94927,Entire home/apt,2,550,0.00
1855846,f,Harlem,Manhattan,40.82595,-73.9525,Entire home/apt,4,180,4.77
1856027,f,East Village,Manhattan,40.72479,-73.98493,Entire home/apt,2,92,4.97
1856803,f,East Village,Manhattan,40.72331,-73.98619,Entire home/apt,4,225,4.80
1861572,f,Midtown,Manhattan,40.743771,-73.987869,Entire home/apt,2,525,0.00
1863930,f,Bedford-Stuyvesant,Brooklyn,40.68933,-73.94327,Entire home/apt,8,99,4.15
1865336,f,Williamsburg,Brooklyn,40.71216,-73.96677,Private room,2,55,4.82
1865884,f,Harlem,Manhattan,40.80474,-73.94631,Entire home/apt,3,139,0.00
1869202,f,Midtown,Manhattan,40.75803,-73.96534,Entire home/apt,2,100,4.78
1870228,f,Long Island City,Queens,40.75253,-73.93021,Private room,1,89,4.55
1871311,f,Hell's Kitchen,Manhattan,40.76233,-73.9926,Entire home/apt,2,214,5.00
1876811,t,Gramercy,Manhattan,40.73671,-73.98654,Entire home/apt,2,281,4.96
1876969,f,Bedford-Stuyvesant,Brooklyn,40.68441,-73.94052,Entire home/apt,5,150,0.00
1881846,t,Midtown,Manhattan,40.75527,-73.96553,Private room,5,204,4.91
1885714,t,Bushwick,Brooklyn,40.70363,-73.9135,Private room,2,63,4.52
1886240,f,SoHo,Manhattan,40.72559,-74.00093,Entire home/apt,2,245,0.00
1886294,f,Vinegar Hill,Brooklyn,40.70211,-73.98469,Entire home/apt,4,150,0.00
1886820,f,City Island,Bronx,40.84012,-73.78116,Entire home/apt,3,300,0.00
1887600,f,Midtown,Manhattan,40.7488,-73.98244,Entire home/apt,2,450,5.00
1891118,f,Bedford-Stuyvesant,Brooklyn,40.6839,-73.95303,Entire home/apt,2,100,4.63
1891274,f,Bedford-Stuyvesant,Brooklyn,40.68553,-73.95773,Private room,2,50,4.33
1893225,f,Prospect Heights,Brooklyn,40.68206,-73.97159,Entire home/apt,3,220,4.79
1895739,f,Harlem,Manhattan,40.80757,-73.94563,Entire home/apt,2,108,4.86
1896296,f,Greenpoint,Brooklyn,40.72544,-73.94143,Entire home/apt,4,169,4.17
1897447,t,Gowanus,Brooklyn,40.68369,-73.98586,Entire home/apt,3,200,4.94
1898110,f,Gowanus,Brooklyn,40.68368,-73.98487,Private room,1,200,0.00
1901154,t,Harlem,Manhattan,40.82643,-73.94208,Private room,2,115,4.73
1901357,f,Flatbush,Brooklyn,40.6395,-73.96414,Entire home/apt,2,70,4.88
1903198,f,Sunnyside,Queens,40.73622,-73.92455,Private room,2,200,4.64
1905865,f,Williamsburg,Brooklyn,40.70661,-73.95487,Entire home/apt,2,207,4.48
1906604,f,Hell's Kitchen,Manhattan,40.75825,-73.9944,Entire home/apt,4,499,4.71
1907058,f,East Flatbush,Brooklyn,40.6508,-73.92348,Private room,3,67,4.68
1908767,f,East Village,Manhattan,40.72667,-73.98278,Private room,1,119,5.00
1910270,t,Carroll Gardens,Brooklyn,40.68451,-73.99037,Entire home/apt,7,450,4.94
1913540,f,Fort Greene,Brooklyn,40.68678,-73.97325,Entire home/apt,2,120,5.00
1914185,f,Brighton Beach,Brooklyn,40.5791,-73.95726,Entire home/apt,4,60,4.57
1914231,f,Harlem,Manhattan,40.81002,-73.94292,Entire home/apt,4,140,4.66
1918693,t,Clinton Hill,Brooklyn,40.68458,-73.96325,Private room,2,96,4.78
1920085,f,Long Island City,Queens,40.74617,-73.95421,Entire home/apt,1,60,5.00
1921859,f,Astoria,Queens,40.7728,-73.92857,Entire home/apt,4,154,4.86
1922967,f,Prospect-Lefferts Gardens,Brooklyn,40.65782,-73.96139,Entire home/apt,2,120,4.60
1924645,f,Williamsburg,Brooklyn,40.71577,-73.94896,Entire home/apt,2,100,4.96
1925224,t,Williamsburg,Brooklyn,40.71629,-73.95362,Entire home/apt,2,250,4.98
1925519,f,Lower East Side,Manhattan,40.72118,-73.99096,Private room,1,80,5.00
1928961,f,Harlem,Manhattan,40.80051,-73.95247,Shared room,1,34,4.51
1929041,f,Williamsburg,Brooklyn,40.70625,-73.94838,Private room,2,100,4.00
1929321,f,Clinton Hill,Brooklyn,40.68678,-73.96826,Entire home/apt,10,130,4.88
1929540,f,Gramercy,Manhattan,40.73744,-73.98031,Entire home/apt,2,175,4.56
1932110,f,Lower East Side,Manhattan,40.72241,-73.99119,Private room,2,175,4.88
1932491,f,Hell's Kitchen,Manhattan,40.75742,-73.99342,Private room,2,105,4.89
1934444,f,Williamsburg,Brooklyn,40.71546,-73.95198,Private room,1,80,4.80
1934512,f,Clinton Hill,Brooklyn,40.69081,-73.96838,Entire home/apt,2,200,4.79
1934765,f,Parkchester,Bronx,40.83645,-73.86634,Entire home/apt,2,195,5.00
1934804,f,Clinton Hill,Brooklyn,40.69318,-73.96778,Entire home/apt,10,750,4.90
1935175,f,Greenpoint,Brooklyn,40.73369,-73.95297,Entire home/apt,3,140,5.00
1935302,f,Fort Greene,Brooklyn,40.69188,-73.97059,Entire home/apt,5,161,4.93
1935826,f,Harlem,Manhattan,40.8073,-73.94771,Private room,2,93,5.00
1936633,t,City Island,Bronx,40.85343,-73.78811,Entire home/apt,2,110,4.91
1936772,t,Rego Park,Queens,40.7198,-73.85915,Entire home/apt,2,85,4.71
1937226,t,Harlem,Manhattan,40.8107,-73.94617,Entire home/apt,7,295,4.66
1939106,f,East Village,Manhattan,40.72884,-73.98308,Entire home/apt,2,145,5.00
1939283,f,Boerum Hill,Brooklyn,40.68445,-73.98624,Entire home/apt,3,139,4.88
1941094,f,East Harlem,Manhattan,40.80272,-73.94051,Private room,1,50,4.50
1941435,f,Crown Heights,Brooklyn,40.67632,-73.92444,Private room,1,38,3.94
1941439,f,East Harlem,Manhattan,40.7971,-73.94748,Private room,1,65,4.75
1944155,f,Fort Greene,Brooklyn,40.688,-73.97386,Entire home/apt,2,160,5.00
1944891,f,Williamsburg,Brooklyn,40.70139,-73.94499,Entire home/apt,2,70,0.00
1947400,f,Chelsea,Manhattan,40.74195,-73.99601,Entire home/apt,2,214,4.50
1948494,t,East Flatbush,Brooklyn,40.63763,-73.94979,Entire home/apt,5,105,4.46
1950603,f,Astoria,Queens,40.75563,-73.91747,Entire home/apt,2,78,4.50
1954653,f,Kips Bay,Manhattan,40.74387,-73.97657,Entire home/apt,2,195,4.92
1956467,f,Prospect Heights,Brooklyn,40.67308,-73.96487,Entire home/apt,2,55,5.00
1956677,f,Mott Haven,Bronx,40.80848,-73.92792,Entire home/apt,4,185,4.53
1956726,f,East Village,Manhattan,40.73171,-73.98864,Entire home/apt,2,130,5.00
1959024,f,Upper East Side,Manhattan,40.78099,-73.95628,Entire home/apt,4,499,5.00
1960045,f,Williamsburg,Brooklyn,40.71833,-73.94147,Private room,2,70,0.00
1960358,f,Cypress Hills,Brooklyn,40.68561,-73.87875,Private room,2,80,4.53
1961361,f,Lower East Side,Manhattan,40.71454,-73.98647,Private room,2,102,4.67
1961760,t,Carroll Gardens,Brooklyn,40.68324,-73.99482,Entire home/apt,4,359,5.00
1965766,f,Upper East Side,Manhattan,40.76718,-73.96152,Entire home/apt,2,149,5.00
1970574,f,South Slope,Brooklyn,40.66433,-73.98805,Entire home/apt,2,175,4.81
1970697,f,Bedford-Stuyvesant,Brooklyn,40.69426,-73.9346,Private room,2,73,4.56
1971540,f,Upper West Side,Manhattan,40.76972,-73.98688,Private room,2,150,4.80
1973889,f,SoHo,Manhattan,40.726124,-74.003654,Entire home/apt,1,129,4.95
1974685,f,Crown Heights,Brooklyn,40.6692,-73.94392,Entire home/apt,6,123,4.49
1974700,f,Harlem,Manhattan,40.81383,-73.94199,Entire home/apt,7,257,4.36
1975069,f,Greenwich Village,Manhattan,40.72802,-73.99686,Private room,2,105,4.86
1975999,f,Chelsea,Manhattan,40.7416,-73.99752,Entire home/apt,2,189,5.00
1976123,f,East Village,Manhattan,40.72693,-73.98902,Entire home/apt,2,1999,5.00
1978632,f,Hell's Kitchen,Manhattan,40.76324,-73.99448,Entire home/apt,3,130,5.00
1979506,f,Upper East Side,Manhattan,40.76896,-73.95479,Private room,2,100,5.00
1979579,f,Upper West Side,Manhattan,40.78468,-73.97137,Entire home/apt,2,300,0.00
1979848,f,Park Slope,Brooklyn,40.6708,-73.9866,Entire home/apt,3,175,0.00
1981590,f,Bushwick,Brooklyn,40.69832,-73.91336,Entire home/apt,4,135,4.34
1983531,t,East Village,Manhattan,40.72723,-73.98522,Entire home/apt,2,225,5.00
1984378,f,Bushwick,Brooklyn,40.70411,-73.9289,Entire home/apt,7,168,4.73
1984390,f,Upper East Side,Manhattan,40.77619,-73.94816,Entire home/apt,4,261,4.00
1984486,f,Crown Heights,Brooklyn,40.6731,-73.94114,Entire home/apt,3,140,4.60
1985022,f,Crown Heights,Brooklyn,40.67154,-73.95535,Private room,2,85,4.67
1987371,f,Williamsburg,Brooklyn,40.72028,-73.95847,Private room,2,79,4.92
1987627,f,Upper West Side,Manhattan,40.78983,-73.97899,Entire home/apt,3,120,5.00
1987949,f,Washington Heights,Manhattan,40.84224,-73.93704,Entire home/apt,4,145,5.00
1988823,f,Harlem,Manhattan,40.81282,-73.94465,Entire home/apt,4,180,4.57
1989731,f,East Village,Manhattan,40.72796,-73.98008,Entire home/apt,2,137,4.83
1989795,f,Williamsburg,Brooklyn,40.70412,-73.93647,Private room,2,50,4.78
1989838,f,Midtown,Manhattan,40.7646,-73.9814,Entire home/apt,8,1500,0.00
1998026,f,Clinton Hill,Brooklyn,40.68787,-73.96821,Entire home/apt,2,149,5.00
2000576,f,Crown Heights,Brooklyn,40.67126,-73.94512,Entire home/apt,8,165,4.54
2003807,f,Upper West Side,Manhattan,40.79321,-73.9694,Entire home/apt,4,1000,0.00
2008122,f,South Slope,Brooklyn,40.66928,-73.9884,Entire home/apt,4,150,5.00
2010624,f,Flatbush,Brooklyn,40.6358,-73.96477,Entire home/apt,2,115,4.50
2012750,t,Ridgewood,Queens,40.703983,-73.908447,Entire home/apt,2,120,4.39
2015168,t,Bedford-Stuyvesant,Brooklyn,40.68644,-73.95618,Entire home/apt,5,160,4.63
2016579,f,Bushwick,Brooklyn,40.69685,-73.91044,Private room,2,50,5.00
2017397,f,Crown Heights,Brooklyn,40.66658,-73.95514,Entire home/apt,4,156,4.65
2019755,f,Clinton Hill,Brooklyn,40.69651,-73.96887,Entire home/apt,2,95,4.77
2019927,f,Inwood,Manhattan,40.86275,-73.92891,Entire home/apt,6,150,4.81
2022126,f,Midtown,Manhattan,40.75053,-73.98094,Private room,5,557,0.00
2022920,f,Upper East Side,Manhattan,40.78081,-73.95045,Entire home/apt,6,250,0.00
2022958,f,Hell's Kitchen,Manhattan,40.76639,-73.98449,Entire home/apt,2,250,4.93
2023357,f,East Harlem,Manhattan,40.78727,-73.95093,Entire home/apt,4,120,5.00
2026434,f,Williamsburg,Brooklyn,40.71973,-73.95617,Entire home/apt,4,406,0.00
2026869,f,East Village,Manhattan,40.7282,-73.9834,Entire home/apt,2,120,0.00
2028272,f,Chelsea,Manhattan,40.73999,-74.00142,Entire home/apt,6,320,4.83
2028291,t,Long Island City,Queens,40.75859,-73.92836,Entire home/apt,2,156,4.83
2028432,t,Astoria,Queens,40.7568,-73.92935,Private room,2,100,4.79
2028677,f,Harlem,Manhattan,40.81465,-73.94104,Entire home/apt,3,115,4.19
2031495,f,Upper West Side,Manhattan,40.7964,-73.96868,Private room,2,100,4.73
2033224,f,Harlem,Manhattan,40.81926,-73.95611,Entire home/apt,4,150,4.00
2033605,f,Crown Heights,Brooklyn,40.66951,-73.94379,Private room,6,100,4.40
2038278,f,Astoria,Queens,40.76587,-73.92938,Entire home/apt,6,100,5.00
2042764,f,South Slope,Brooklyn,40.66706,-73.98439,Entire home/apt,5,195,5.00
2043060,t,Midtown,Manhattan,40.7643,-73.98098,Entire home/apt,2,294,4.91
2043329,f,Hell's Kitchen,Manhattan,40.76494,-73.98799,Entire home/apt,2,100,4.82
2044873,f,Bushwick,Brooklyn,40.70799,-73.92255,Private room,2,82,4.82
2046225,f,Crown Heights,Brooklyn,40.66539,-73.95651,Entire home/apt,4,110,5.00
2046789,f,Gramercy,Manhattan,40.7384,-73.98318,Entire home/apt,6,359,4.76
2048796,f,Sunnyside,Queens,40.74766,-73.91842,Private room,1,51,5.00
2049322,f,Williamsburg,Brooklyn,40.70347,-73.93335,Private room,1,45,0.00
2050406,f,Midtown,Manhattan,40.75415,-73.9731,Entire home/apt,2,250,0.00
2050993,f,East Village,Manhattan,40.72627,-73.99147,Entire home/apt,3,350,5.00
2051013,f,Astoria,Queens,40.76689,-73.91958,Entire home/apt,2,78,5.00
2055467,f,East Village,Manhattan,40.72852,-73.98705,Entire home/apt,3,150,0.00
2055559,f,Greenpoint,Brooklyn,40.73673,-73.95655,Shared room,1,90,0.00
2057295,f,West Village,Manhattan,40.73225,-74.00268,Entire home/apt,2,150,5.00
2057403,f,Upper West Side,Manhattan,40.79065,-73.97105,Entire home/apt,4,199,4.50
2057480,f,SoHo,Manhattan,40.7265,-74.0032,Entire home/apt,6,272,5.00
2060275,f,East Harlem,Manhattan,40.80797,-73.93686,Private room,1,179,5.00
2060768,f,West Village,Manhattan,40.73412,-74.00726,Entire home/apt,4,800,0.00
2061811,f,Upper West Side,Manhattan,40.77751,-73.97972,Entire home/apt,3,120,5.00
2062630,f,Bronxdale,Bronx,40.85593,-73.86528,Entire home/apt,3,80,3.00
2063587,f,Kips Bay,Manhattan,40.74079,-73.98005,Private room,2,78,4.61
2068054,f,Forest Hills,Queens,40.71283,-73.85309,Private room,1,70,4.67
2069359,f,Bedford-Stuyvesant,Brooklyn,40.67836,-73.92772,Private room,2,69,4.59
2070189,t,Bedford-Stuyvesant,Brooklyn,40.6824,-73.9505,Entire home/apt,2,120,5.00
2070290,f,Hell's Kitchen,Manhattan,40.76885,-73.98806,Entire home/apt,8,599,0.00
2071265,f,Williamsburg,Brooklyn,40.70329,-73.94229,Entire home/apt,2,110,4.33
2071420,t,Chelsea,Manhattan,40.74482,-74.00016,Entire home/apt,2,302,4.96
2071464,f,Boerum Hill,Brooklyn,40.6847,-73.98728,Entire home/apt,4,350,4.95
2071839,f,Williamsburg,Brooklyn,40.708,-73.94475,Private room,1,60,4.83
2074653,f,East Village,Manhattan,40.73041,-73.98778,Private room,2,95,5.00
2075453,f,Greenpoint,Brooklyn,40.72732,-73.94185,Entire home/apt,6,199,4.58
2075526,f,Park Slope,Brooklyn,40.671,-73.98264,Entire home/apt,2,125,5.00
2075600,f,Bedford-Stuyvesant,Brooklyn,40.68501,-73.94354,Entire home/apt,2,160,4.54
2076101,f,Morningside Heights,Manhattan,40.81356,-73.96223,Entire home/apt,4,80,5.00
2079686,f,Bushwick,Brooklyn,40.70228,-73.9166,Entire home/apt,2,60,4.14
2079765,f,Bedford-Stuyvesant,Brooklyn,40.68113,-73.92213,Entire home/apt,4,119,4.40
2080861,t,Bedford-Stuyvesant,Brooklyn,40.68936,-73.93685,Entire home/apt,8,190,4.19
2081177,f,Sunnyside,Queens,40.7447,-73.91643,Entire home/apt,2,90,4.83
2082670,f,Williamsburg,Brooklyn,40.70674,-73.94365,Private room,1,21,4.00
2083547,f,Brooklyn Heights,Brooklyn,40.69275,-73.99346,Entire home/apt,7,185,4.90
2083749,f,Upper West Side,Manhattan,40.79864,-73.96568,Entire home/apt,4,115,4.69
2084817,f,Lower East Side,Manhattan,40.71023,-73.98723,Private room,4,128,4.63
2087524,t,Bedford-Stuyvesant,Brooklyn,40.6818,-73.95655,Entire home/apt,2,125,4.62
2087663,f,Astoria,Queens,40.76206,-73.9223,Entire home/apt,2,130,0.00
2088389,f,Fort Greene,Brooklyn,40.68466,-73.96831,Entire home/apt,2,100,4.80
2088725,t,Gowanus,Brooklyn,40.67035,-73.99154,Entire home/apt,3,124,4.85
2089273,f,Williamsburg,Brooklyn,40.708,-73.94619,Entire home/apt,4,200,0.00
2089492,f,Williamsburg,Brooklyn,40.71382,-73.96427,Entire home/apt,4,225,4.89
2089712,f,Hell's Kitchen,Manhattan,40.75594,-73.99224,Entire home/apt,2,119,5.00
2092827,f,Williamsburg,Brooklyn,40.71181,-73.94827,Entire home/apt,4,420,0.00
2093064,t,Chelsea,Manhattan,40.749565,-73.996368,Entire home/apt,2,125,4.86
2093304,t,Fort Greene,Brooklyn,40.69304,-73.97148,Entire home/apt,2,150,4.77
2094213,f,NoHo,Manhattan,40.72576,-73.99204,Entire home/apt,3,275,5.00
2095959,f,Sunnyside,Queens,40.74201,-73.92471,Entire home/apt,2,94,4.88
2096581,f,East Village,Manhattan,40.72287,-73.98462,Entire home/apt,2,148,4.47
2096666,f,Chelsea,Manhattan,40.74035,-74.00137,Entire home/apt,2,185,5.00
2100174,f,Upper East Side,Manhattan,40.77334,-73.94943,Entire home/apt,4,100,4.68
2100887,f,SoHo,Manhattan,40.72084,-73.99775,Entire home/apt,2,375,5.00
2101710,f,Hell's Kitchen,Manhattan,40.76132,-73.99141,Entire home/apt,4,175,0.00
2102542,f,Cobble Hill,Brooklyn,40.68645,-73.994,Entire home/apt,2,150,4.88
2103480,f,Upper West Side,Manhattan,40.77822,-73.98016,Entire home/apt,2,560,0.00
2104588,f,Theater District,Manhattan,40.76038,-73.98205,Entire home/apt,4,240,0.00
2106662,f,West Village,Manhattan,40.73123,-74.00255,Entire home/apt,2,156,0.00
2106706,f,East Village,Manhattan,40.72859,-73.98957,Private room,2,120,0.00
2107696,f,Williamsburg,Brooklyn,40.70585,-73.94838,Entire home/apt,4,255,4.84
2107883,f,Greenpoint,Brooklyn,40.72683,-73.94009,Entire home/apt,4,159,4.83
2108178,f,Greenpoint,Brooklyn,40.7269,-73.94198,Entire home/apt,2,149,4.86
2108237,f,Upper West Side,Manhattan,40.77457,-73.98765,Entire home/apt,4,300,4.75
2108424,f,Bushwick,Brooklyn,40.69703,-73.90972,Private room,2,50,4.55
2110145,f,Upper West Side,Manhattan,40.77748,-73.97764,Entire home/apt,4,6000,4.92
2111336,f,Harlem,Manhattan,40.82452,-73.94984,Private room,2,55,4.58
2112142,f,Bedford-Stuyvesant,Brooklyn,40.68342,-73.94632,Private room,2,45,4.76
2113431,f,Greenpoint,Brooklyn,40.7273,-73.94605,Private room,2,70,0.00
2113934,f,Upper East Side,Manhattan,40.76803,-73.95457,Shared room,2,80,4.94
2115773,f,South Slope,Brooklyn,40.66553,-73.98622,Private room,2,85,0.00
2115784,f,Flatbush,Brooklyn,40.64825,-73.9602,Entire home/apt,2,50,4.50
2115809,f,South Slope,Brooklyn,40.66625,-73.9884,Private room,1,60,5.00
2116940,f,Little Italy,Manhattan,40.7192,-73.99458,Entire home/apt,2,145,4.75
2118102,f,West Village,Manhattan,40.7328,-74.00229,Entire home/apt,2,200,5.00
2119582,f,Financial District,Manhattan,40.70844,-74.00109,Private room,1,65,4.88
2122613,f,West Village,Manhattan,40.72909,-74.00587,Entire home/apt,4,325,0.00
2123079,f,Astoria,Queens,40.76465,-73.92729,Entire home/apt,2,99,4.80
2124536,f,Financial District,Manhattan,40.70979,-74.01309,Entire home/apt,8,299,4.94
2127382,f,Upper East Side,Manhattan,40.78069,-73.95089,Entire home/apt,4,150,0.00
2127713,f,Harlem,Manhattan,40.81182,-73.94239,Entire home/apt,2,175,4.44
2128464,f,Bushwick,Brooklyn,40.69322,-73.90572,Private room,3,60,3.75
2128761,f,Williamsburg,Brooklyn,40.71521,-73.94256,Entire home/apt,3,58,4.82
2132248,f,Williamsburg,Brooklyn,40.71504,-73.96723,Private room,2,95,0.00
2134052,f,Chelsea,Manhattan,40.74168,-74.0008,Entire home/apt,2,107,4.89
2134697,f,Hell's Kitchen,Manhattan,40.76527,-73.98864,Entire home/apt,4,170,4.71
2135489,f,Carroll Gardens,Brooklyn,40.68169,-73.99709,Entire home/apt,3,44,4.98
2135754,f,Greenwich Village,Manhattan,40.73,-73.99781,Entire home/apt,3,210,4.95
2135766,f,Upper West Side,Manhattan,40.79513,-73.97631,Entire home/apt,4,900,0.00
2137111,f,Upper West Side,Manhattan,40.78518,-73.97068,Entire home/apt,2,225,5.00
2137714,f,Bedford-Stuyvesant,Brooklyn,40.68311,-73.91108,Entire home/apt,3,195,0.00
2137796,t,Bedford-Stuyvesant,Brooklyn,40.68562,-73.93128,Entire home/apt,5,150,4.70
2138787,f,Washington Heights,Manhattan,40.83259,-73.93956,Private room,2,65,4.84
2139828,f,West Village,Manhattan,40.72878,-74.00685,Entire home/apt,2,185,5.00
2141635,f,SoHo,Manhattan,40.72356,-74.00305,Private room,2,100,5.00
2142092,f,Washington Heights,Manhattan,40.85098,-73.93664,Private room,1,300,0.00
2144319,f,Crown Heights,Brooklyn,40.67217,-73.95317,Private room,2,40,5.00
2145599,f,Hell's Kitchen,Manhattan,40.76316,-73.99135,Private room,2,115,4.91
2149184,f,Greenwich Village,Manhattan,40.72786,-74.00149,Entire home/apt,4,900,0.00
2150727,f,Gramercy,Manhattan,40.73545,-73.98238,Entire home/apt,6,2000,0.00
2151259,f,Upper West Side,Manhattan,40.79773,-73.96173,Entire home/apt,4,750,0.00
