id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,price,review_scores_location
2595,f,Midtown,Manhattan,40.75356,-73.98559,Entire home/apt,1,225,4.86
5121,f,Bedford-Stuyvesant,Brooklyn,40.68535,-73.95512,Private room,2,60,4.47
5136,f,Sunset Park,Brooklyn,40.66265,-73.99454,Entire home/apt,4,275,4.50
5178,f,Midtown,Manhattan,40.76457,-73.98317,Private room,2,68,4.87
5203,f,Upper West Side,Manhattan,40.8038,-73.96751,Private room,1,75,4.94
5295,t,Morningside Heights,Manhattan,40.80316,-73.96387,Entire home/apt,2,135,4.75
5803,f,South Slope,Brooklyn,40.66801,-73.98784,Private room,2,118,4.86
6848,t,Williamsburg,Brooklyn,40.70935,-73.95342,Entire home/apt,3,84,4.67
6872,f,East Harlem,Manhattan,40.80107,-73.94255,Private room,1,65,0.00
6990,t,East Harlem,Manhattan,40.78778,-73.94759,Private room,1,62,4.85
7064,f,Williamsburg,Brooklyn,40.71248,-73.95881,Private room,2,90,5.00
7097,t,Fort Greene,Brooklyn,40.691083,-73.972544,Entire home/apt,4,199,4.94
7801,t,Williamsburg,Brooklyn,40.71778,-73.9568,Entire home/apt,4,395,5.00
8490,t,Bedford-Stuyvesant,Brooklyn,40.68462,-73.93839,Entire home/apt,5,135,4.64
9357,f,Hell's Kitchen,Manhattan,40.76724,-73.98664,Entire home/apt,2,175,4.95
9704,f,Harlem,Manhattan,40.81317,-73.95465,Private room,2,55,4.84
10452,f,Bedford-Stuyvesant,Brooklyn,40.68294,-73.95682,Private room,3,82,4.37
10962,f,South Slope,Brooklyn,40.66692,-73.98981,Private room,2,119,4.87
11943,f,Flatbush,Brooklyn,40.63702,-73.96327,Private room,1,150,0.00
12192,t,East Village,Manhattan,40.72296,-73.98383,Private room,2,75,4.71
12937,t,Long Island City,Queens,40.74757,-73.94571,Private room,4,140,4.89
12940,f,Bedford-Stuyvesant,Brooklyn,40.67946,-73.95417,Entire home/apt,2,119,4.02
13121,f,Jamaica,Queens,40.67144,-73.76501,Private room,3,75,3.59
13808,f,Bedford-Stuyvesant,Brooklyn,40.68064,-73.94039,Private room,2,80,4.52
14290,f,Williamsburg,Brooklyn,40.70348,-73.93621,Entire home/apt,2,248,4.80
14314,f,Greenpoint,Brooklyn,40.73535,-73.95584,Entire home/apt,2,99,4.80
14434,f,Bedford-Stuyvesant,Brooklyn,40.68777,-73.94976,Private room,2,70,4.15
15220,f,Hell's Kitchen,Manhattan,40.75611,-73.99523,Private room,1,86,4.88
15341,t,Lower East Side,Manhattan,40.721359,-73.993668,Entire home/apt,3,229,4.71
15385,f,Williamsburg,Brooklyn,40.71211,-73.96397,Private room,1,80,4.83
15396,f,Chelsea,Manhattan,40.74493,-73.99521,Entire home/apt,4,400,4.80
15711,f,Upper East Side,Manhattan,40.77119,-73.95241,Entire home/apt,6,206,4.70
16326,f,Prospect Heights,Brooklyn,40.67839,-73.96642,Entire home/apt,8,140,4.85
16338,f,Clinton Hill,Brooklyn,40.69121,-73.96804,Private room,1,55,4.69
16580,t,East Village,Manhattan,40.72489,-73.9781,Private room,2,138,4.73
16595,f,Williamsburg,Brooklyn,40.7092,-73.96641,Entire home/apt,2,500,4.73
16821,f,East Village,Manhattan,40.72281,-73.98501,Private room,1,169,4.90
16974,f,East Harlem,Manhattan,40.8019,-73.93762,Entire home/apt,8,250,4.43
17037,f,East Village,Manhattan,40.72289,-73.98028,Entire home/apt,2,220,4.56
17693,f,Washington Heights,Manhattan,40.83253,-73.94108,Private room,2,75,4.84
18152,f,Upper East Side,Manhattan,40.76967,-73.94831,Private room,2,200,4.71
18728,t,Chelsea,Manhattan,40.74261,-74.00353,Private room,3,175,5.00
18961,f,Kips Bay,Manhattan,40.73808,-73.98001,Private room,2,95,5.00
19159,f,Harlem,Manhattan,40.82817,-73.95133,Entire home/apt,2,110,4.25
19812,f,Williamsburg,Brooklyn,40.71802,-73.95724,Entire home/apt,2,105,4.98
20913,f,Williamsburg,Brooklyn,40.70967,-73.95922,Entire home/apt,2,80,4.40
21456,f,Upper West Side,Manhattan,40.79936,-73.96155,Private room,2,88,4.76
21644,f,Harlem,Manhattan,40.82782,-73.9473,Private room,1,99,5.00
21794,f,Chelsea,Manhattan,40.74187,-74.00223,Private room,2,85,5.00
23135,f,Carroll Gardens,Brooklyn,40.67747,-74.00146,Entire home/apt,2,189,4.65
23686,f,West Village,Manhattan,40.72961,-74.00308,Entire home/apt,4,620,4.98
24285,t,Park Slope,Brooklyn,40.67115,-73.98026,Entire home/apt,5,220,4.77
25406,f,Williamsburg,Brooklyn,40.71649,-73.94865,Entire home/apt,4,83,4.79
25696,f,Harlem,Manhattan,40.8104,-73.94309,Private room,2,100,4.65
26362,f,Hell's Kitchen,Manhattan,40.75603,-73.99294,Private room,1,79,4.83
26785,t,South Slope,Brooklyn,40.6686,-73.98723,Entire home/apt,2,90,4.89
27006,f,Upper West Side,Manhattan,40.77839,-73.97778,Entire home/apt,4,225,4.87
27644,t,Harlem,Manhattan,40.82682,-73.94948,Entire home/apt,6,180,4.64
27883,f,East Village,Manhattan,40.72421,-73.98509,Entire home/apt,3,100,4.79
28907,f,Upper East Side,Manhattan,40.77827,-73.94669,Entire home/apt,4,150,4.94
29013,f,Bedford-Stuyvesant,Brooklyn,40.68288,-73.95646,Private room,2,80,4.38
29628,t,Clinton Hill,Brooklyn,40.68292,-73.96381,Private room,2,89,4.84
29683,f,Lower East Side,Manhattan,40.72314,-73.99108,Entire home/apt,3,185,4.90
31130,t,Hell's Kitchen,Manhattan,40.7672,-73.98464,Private room,1,165,5.00
31555,f,West Village,Manhattan,40.73405,-74.00281,Entire home/apt,2,120,4.93
31902,f,East Flatbush,Brooklyn,40.6327,-73.93184,Private room,2,80,4.33
31994,f,Clinton Hill,Brooklyn,40.68818,-73.96383,Private room,2,96,4.72
32037,f,Clinton Hill,Brooklyn,40.68513,-73.96648,Private room,3,139,4.83
32329,f,East Village,Manhattan,40.72741,-73.98405,Entire home/apt,1,160,5.00
33009,t,Williamsburg,Brooklyn,40.71512,-73.95899,Entire home/apt,2,235,4.96
33156,f,Upper West Side,Manhattan,40.78763,-73.96862,Entire home/apt,2,139,5.00
36647,f,East Harlem,Manhattan,40.79128,-73.94125,Private room,2,76,4.37
36703,t,West Village,Manhattan,40.73271,-74.00367,Entire home/apt,2,175,4.98
36934,f,Williamsburg,Brooklyn,40.71371,-73.96203,Entire home/apt,2,100,4.83
38663,f,Boerum Hill,Brooklyn,40.68442,-73.98068,Entire home/apt,13,800,4.86
39282,t,Williamsburg,Brooklyn,40.70978,-73.95165,Private room,2,85,4.85
39572,f,Hell's Kitchen,Manhattan,40.76203,-73.98869,Private room,2,139,4.98
39593,f,Sunnyside,Queens,40.74523,-73.92318,Private room,1,78,4.73
39704,f,Bedford-Stuyvesant,Brooklyn,40.68216,-73.94594,Entire home/apt,4,135,4.38
42300,f,Lower East Side,Manhattan,40.71992,-73.99167,Entire home/apt,4,550,4.59
42729,f,Carroll Gardens,Brooklyn,40.67813,-74.00062,Entire home/apt,2,175,4.57
42882,f,St. George,Staten Island,40.64633,-74.08156,Private room,2,70,4.52
43105,t,Midtown,Manhattan,40.7449,-73.98499,Entire home/apt,2,185,5.00
43726,f,Tribeca,Manhattan,40.721,-74.00971,Entire home/apt,6,259,5.00
44229,f,Fort Greene,Brooklyn,40.69287,-73.97108,Private room,2,110,4.83
44288,f,West Village,Manhattan,40.73737,-74.00437,Entire home/apt,2,170,4.98
44973,f,Williamsburg,Brooklyn,40.70894,-73.95234,Entire home/apt,2,104,4.54
45542,f,Harlem,Manhattan,40.82569,-73.93842,Entire home/apt,4,100,4.44
45556,t,Fort Greene,Brooklyn,40.68834,-73.97578,Private room,2,65,4.97
45910,t,Ridgewood,Queens,40.70309,-73.89963,Entire home/apt,16,395,4.82
45935,f,Mott Haven,Bronx,40.80635,-73.92201,Private room,1,60,0.00
45936,f,Morningside Heights,Manhattan,40.8063,-73.95985,Private room,2,75,4.88
46911,f,Prospect Heights,Brooklyn,40.68022,-73.97457,Private room,2,120,4.77
49048,f,Bedford-Stuyvesant,Brooklyn,40.6829,-73.95701,Private room,3,90,4.27
50447,f,Gowanus,Brooklyn,40.66913,-73.99041,Entire home/apt,4,162,4.89
51438,f,Upper East Side,Manhattan,40.77449,-73.95308,Private room,1,130,0.00
51850,f,Jamaica,Queens,40.67144,-73.76501,Private room,2,65,3.88
52689,t,Ditmars Steinway,Queens,40.77868,-73.90652,Entire home/apt,4,150,4.97
53469,t,Middle Village,Queens,40.71567,-73.87842,Entire home/apt,4,107,4.44
53470,t,Ridgewood,Queens,40.70422,-73.89778,Entire home/apt,7,193,4.25
53477,t,Middle Village,Queens,40.71778,-73.87714,Entire home/apt,12,350,4.69
54466,f,Harlem,Manhattan,40.80255,-73.95803,Private room,2,200,0.00
54508,f,Park Slope,Brooklyn,40.67908,-73.97405,Private room,2,80,4.96
54694,f,Jamaica,Queens,40.67144,-73.76501,Private room,2,65,3.91
54860,t,East Harlem,Manhattan,40.79934,-73.94236,Private room,2,100,4.49
55587,f,Williamsburg,Brooklyn,40.71311,-73.9506,Entire home/apt,4,235,4.89
55959,t,Williamsburg,Brooklyn,40.71065,-73.95087,Private room,1,95,4.85
55982,f,Fort Greene,Brooklyn,40.68701,-73.97555,Private room,1,85,4.85
56859,f,Harlem,Manhattan,40.81201,-73.94452,Private room,2,74,4.49
57166,t,Ditmars Steinway,Queens,40.772472,-73.906075,Entire home/apt,2,150,4.92
57618,t,Hell's Kitchen,Manhattan,40.76505,-73.98716,Entire home/apt,4,250,4.88
57754,t,Flatiron District,Manhattan,40.74166,-73.9866,Entire home/apt,2,330,4.97
57874,t,East Harlem,Manhattan,40.80747,-73.94076,Entire home/apt,2,160,4.58
58059,t,Harlem,Manhattan,40.8238,-73.94444,Private room,2,60,4.65
58062,f,Windsor Terrace,Brooklyn,40.65912,-73.9842,Private room,4,139,4.84
59014,f,Lower East Side,Manhattan,40.71946,-73.98641,Entire home/apt,2,180,4.69
59121,t,Ridgewood,Queens,40.70271,-73.8993,Entire home/apt,9,196,5.00
59709,t,Chinatown,Manhattan,40.7178,-73.9932,Entire home/apt,5,300,4.72
60164,f,Tribeca,Manhattan,40.72012,-74.00397,Entire home/apt,6,608,4.50
60181,f,East Village,Manhattan,40.7253,-73.98028,Entire home/apt,2,195,4.85
60457,f,Greenwich Village,Manhattan,40.73072,-73.99275,Entire home/apt,3,250,5.00
60666,f,Harlem,Manhattan,40.81006,-73.94559,Private room,2,111,4.46
60673,f,Harlem,Manhattan,40.81562,-73.94674,Private room,2,125,4.67
60680,t,East Village,Manhattan,40.72598,-73.97978,Entire home/apt,6,160,4.83
60794,f,Upper West Side,Manhattan,40.79918,-73.96248,Entire home/apt,6,211,5.00
61509,f,Midtown,Manhattan,40.75743,-73.96825,Entire home/apt,3,110,4.84
62427,f,East Village,Manhattan,40.72825,-73.98959,Entire home/apt,2,130,4.98
62891,t,East Village,Manhattan,40.72297,-73.98265,Entire home/apt,3,175,4.75
62925,t,Greenpoint,Brooklyn,40.72967,-73.95352,Entire home/apt,4,285,4.86
63588,f,Clason Point,Bronx,40.81161,-73.85499,Private room,3,89,0.00
63610,t,Eastchester,Bronx,40.881,-73.83511,Entire home/apt,2,101,4.71
63657,f,Bedford-Stuyvesant,Brooklyn,40.68253,-73.94295,Entire home/apt,2,135,4.23
63693,t,East Village,Manhattan,40.72219,-73.98245,Entire home/apt,4,390,4.64
64000,f,Williamsburg,Brooklyn,40.70705,-73.95489,Private room,1,55,4.67
64015,f,East Village,Manhattan,40.72863,-73.9842,Entire home/apt,2,200,0.00
64107,f,Crown Heights,Brooklyn,40.67582,-73.94316,Private room,2,100,4.41
64314,f,Crown Heights,Brooklyn,40.67634,-73.95143,Private room,2,75,4.40
64365,t,Crown Heights,Brooklyn,40.67579,-73.95072,Private room,3,60,4.52
64837,t,East Village,Manhattan,40.72497,-73.98356,Private room,2,75,4.81
65268,f,Bedford-Stuyvesant,Brooklyn,40.68305,-73.95195,Private room,3,75,4.37
65425,t,Nolita,Manhattan,40.72021,-73.99426,Entire home/apt,7,399,5.00
65615,f,Williamsburg,Brooklyn,40.7106,-73.95178,Entire home/apt,2,85,4.79
65660,f,Williamsburg,Brooklyn,40.70797,-73.94792,Entire home/apt,3,106,4.67
65813,f,Harlem,Manhattan,40.82899,-73.94345,Private room,1,75,4.80
66008,f,Carroll Gardens,Brooklyn,40.68028,-73.99328,Entire home/apt,4,190,4.97
66251,t,East Village,Manhattan,40.72547,-73.98619,Entire home/apt,2,372,4.93
66275,t,Nolita,Manhattan,40.72036,-73.99435,Entire home/apt,7,442,4.91
66741,t,Park Slope,Brooklyn,40.67548,-73.98315,Entire home/apt,4,186,4.97
66974,t,Gowanus,Brooklyn,40.68088,-73.99102,Entire home/apt,3,210,4.97
67288,f,East Harlem,Manhattan,40.79544,-73.94836,Entire home/apt,2,115,4.63
67299,t,Williamsburg,Brooklyn,40.71516,-73.96448,Entire home/apt,4,130,4.93
67397,f,Harlem,Manhattan,40.80332,-73.95741,Private room,2,122,4.67
68253,f,Astoria,Queens,40.76336,-73.92099,Private room,1,55,0.00
68735,f,Upper West Side,Manhattan,40.78846,-73.97459,Entire home/apt,2,215,4.97
68900,f,Greenpoint,Brooklyn,40.73094,-73.95484,Private room,2,100,4.86
68974,t,Nolita,Manhattan,40.72,-73.99487,Entire home/apt,6,596,4.78
69894,f,Upper West Side,Manhattan,40.77845,-73.98295,Entire home/apt,2,160,4.96
69921,f,Bushwick,Brooklyn,40.70494,-73.91982,Private room,2,100,4.65
71010,f,Washington Heights,Manhattan,40.83403,-73.93951,Entire home/apt,5,332,4.83
71248,f,Chinatown,Manhattan,40.7159,-73.99156,Entire home/apt,2,150,4.79
71366,t,Greenwich Village,Manhattan,40.72997,-74.00196,Entire home/apt,2,200,4.95
71384,f,Greenpoint,Brooklyn,40.72919,-73.95588,Entire home/apt,4,229,4.84
71812,f,Kingsbridge,Bronx,40.87069,-73.90113,Entire home/apt,2,90,4.77
72190,f,Upper West Side,Manhattan,40.77743,-73.97691,Entire home/apt,2,110,4.97
72265,f,Greenpoint,Brooklyn,40.72744,-73.953,Private room,1,85,4.85
74333,f,East Harlem,Manhattan,40.80834,-73.94075,Entire home/apt,3,80,4.09
74438,f,Hell's Kitchen,Manhattan,40.75523,-73.99792,Entire home/apt,5,299,4.79
74680,t,Astoria,Queens,40.77507,-73.93367,Entire home/apt,3,119,4.31
74821,f,Harlem,Manhattan,40.80874,-73.94926,Entire home/apt,5,149,4.51
74860,f,Greenpoint,Brooklyn,40.72364,-73.95013,Entire home/apt,3,75,4.67
75635,f,Lower East Side,Manhattan,40.71911,-73.98588,Entire home/apt,3,160,4.65
77517,f,Williamsburg,Brooklyn,40.71407,-73.96657,Private room,2,100,5.00
77765,f,Greenpoint,Brooklyn,40.73777,-73.95366,Hotel room,2,250,4.45
80493,f,East Village,Manhattan,40.72322,-73.98615,Private room,2,55,4.82
80684,f,Greenpoint,Brooklyn,40.73756,-73.9535,Hotel room,4,529,4.78
80700,f,Greenpoint,Brooklyn,40.73777,-73.95366,Private room,4,363,3.86
80924,f,Park Slope,Brooklyn,40.67407,-73.98105,Entire home/apt,5,160,4.97
81739,f,Greenpoint,Brooklyn,40.73777,-73.95366,Private room,4,363,3.50
82928,f,Bedford-Stuyvesant,Brooklyn,40.68433,-73.94469,Entire home/apt,5,150,4.91
83243,f,Bushwick,Brooklyn,40.68769,-73.91788,Entire home/apt,3,77,4.17
83446,f,Fort Greene,Brooklyn,40.68871,-73.97322,Entire home/apt,3,150,4.80
84010,f,Greenpoint,Brooklyn,40.73777,-73.95366,Hotel room,2,210,4.86
89621,t,Crown Heights,Brooklyn,40.67823,-73.94719,Entire home/apt,4,90,4.26
93313,t,Bedford-Stuyvesant,Brooklyn,40.68413,-73.93817,Entire home/apt,5,135,4.55
94209,t,Crown Heights,Brooklyn,40.67654,-73.94629,Entire home/apt,4,101,4.76
94783,t,Crown Heights,Brooklyn,40.6736,-73.9551,Entire home/apt,2,140,4.54
95747,f,Williamsburg,Brooklyn,40.71167,-73.94932,Entire home/apt,2,140,4.80
95883,f,Bedford-Stuyvesant,Brooklyn,40.69304,-73.95417,Entire home/apt,6,250,4.50
98663,f,Chelsea,Manhattan,40.75077,-73.99657,Entire home/apt,2,150,4.67
99085,t,Fort Greene,Brooklyn,40.6867,-73.97469,Entire home/apt,2,123,5.00
100186,t,Gowanus,Brooklyn,40.66952,-73.99201,Entire home/apt,3,130,4.79
100368,f,Chelsea,Manhattan,40.74056,-74.00143,Entire home/apt,2,222,5.00
101053,f,Williamsburg,Brooklyn,40.71116,-73.95484,Private room,4,175,4.52
102995,t,Upper West Side,Manhattan,40.78645,-73.97082,Entire home/apt,3,389,4.88
103161,f,Williamsburg,Brooklyn,40.71551,-73.96274,Entire home/apt,2,375,4.88
103311,f,Greenpoint,Brooklyn,40.73778,-73.95366,Private room,6,785,3.57
103555,f,Fort Greene,Brooklyn,40.693047,-73.971985,Entire home/apt,3,375,4.74
105469,f,Rockaway Beach,Queens,40.58603,-73.8145,Private room,1,104,5.00
105790,f,Harlem,Manhattan,40.81919,-73.95443,Private room,2,80,4.57
106363,t,Harlem,Manhattan,40.82772,-73.95284,Private room,1,79,4.64
106647,t,Bedford-Stuyvesant,Brooklyn,40.68647,-73.95862,Entire home/apt,4,150,4.81
106906,f,Clinton Hill,Brooklyn,40.68615,-73.96769,Entire home/apt,3,225,5.00
107630,t,Greenpoint,Brooklyn,40.72741,-73.95466,Entire home/apt,3,175,4.88
107895,t,Upper West Side,Manhattan,40.78073,-73.98564,Entire home/apt,2,166,4.80
112304,f,Harlem,Manhattan,40.8069,-73.95372,Private room,2,90,4.00
112435,f,Fort Greene,Brooklyn,40.69132,-73.97306,Private room,2,95,4.85
113092,f,Fort Greene,Brooklyn,40.6905,-73.97867,Private room,1,90,0.00
113265,t,Crown Heights,Brooklyn,40.67582,-73.9518,Private room,2,55,4.51
114123,f,South Slope,Brooklyn,40.66562,-73.99002,Entire home/apt,6,235,4.64
115535,f,Harlem,Manhattan,40.82402,-73.95263,Private room,1,65,4.70
115748,f,Astoria,Queens,40.76406,-73.92266,Entire home/apt,2,85,4.85
116551,t,Harlem,Manhattan,40.80384,-73.95123,Entire home/apt,4,70,4.30
118061,t,Bedford-Stuyvesant,Brooklyn,40.68462,-73.92895,Entire home/apt,2,95,4.36
121861,t,Park Slope,Brooklyn,40.6755,-73.98137,Entire home/apt,4,165,4.88
123784,t,Harlem,Manhattan,40.80617,-73.94757,Entire home/apt,3,102,4.71
125163,f,Bedford-Stuyvesant,Brooklyn,40.68595,-73.92923,Private room,2,99,4.78
126443,f,East Village,Manhattan,40.72761,-73.98951,Entire home/apt,9,459,4.78
126816,f,Upper West Side,Manhattan,40.79907,-73.96517,Private room,1,85,5.00
127387,f,Gowanus,Brooklyn,40.66895,-73.99136,Entire home/apt,4,260,4.67
132516,t,Forest Hills,Queens,40.7106,-73.85246,Entire home/apt,3,115,4.83
132661,f,Hell's Kitchen,Manhattan,40.75587,-73.99399,Private room,1,68,4.96
133025,t,Murray Hill,Manhattan,40.74564,-73.97782,Private room,1,68,4.96
134934,f,Williamsburg,Brooklyn,40.71771,-73.95849,Entire home/apt,2,250,4.92
135465,t,Fort Greene,Brooklyn,40.68646,-73.97548,Entire home/apt,3,170,4.97
135706,f,Chelsea,Manhattan,40.74373,-73.99928,Entire home/apt,1,112,5.00
136493,t,Park Slope,Brooklyn,40.67494,-73.97792,Entire home/apt,5,325,4.97
139624,f,Crown Heights,Brooklyn,40.67478,-73.95165,Entire home/apt,2,70,4.23
140133,t,Williamsburg,Brooklyn,40.71347,-73.96035,Entire home/apt,4,153,4.96
140973,f,East Village,Manhattan,40.72334,-73.97719,Entire home/apt,4,185,4.36
141154,f,Boerum Hill,Brooklyn,40.6857,-73.98131,Entire home/apt,4,100,4.83
141335,f,Park Slope,Brooklyn,40.67487,-73.97637,Entire home/apt,5,900,4.87
142069,f,East Village,Manhattan,40.72506,-73.97906,Entire home/apt,2,100,4.62
144087,t,Harlem,Manhattan,40.80687,-73.95333,Entire home/apt,5,499,4.70
144148,f,East Village,Manhattan,40.72297,-73.9851,Private room,2,67,4.88
148201,f,West Village,Manhattan,40.7304,-74.00228,Entire home/apt,4,175,4.88
148259,f,Williamsburg,Brooklyn,40.71345,-73.94289,Entire home/apt,6,310,4.95
148825,t,Upper West Side,Manhattan,40.79999,-73.96338,Entire home/apt,4,179,4.81
149287,f,Upper East Side,Manhattan,40.78422,-73.95133,Entire home/apt,4,250,0.00
149787,f,Harlem,Manhattan,40.81862,-73.94518,Entire home/apt,16,100,0.00
150804,f,Lower East Side,Manhattan,40.7203,-73.98424,Entire home/apt,5,250,4.88
150989,f,Williamsburg,Brooklyn,40.71584,-73.96355,Entire home/apt,2,140,4.95
151199,f,Astoria,Queens,40.75684,-73.91286,Entire home/apt,3,149,4.88
152071,f,Park Slope,Brooklyn,40.67231,-73.97878,Entire home/apt,2,150,0.00
152263,t,Harlem,Manhattan,40.80494,-73.94998,Entire home/apt,8,350,4.74
153780,t,East Village,Manhattan,40.72751819,-73.98581073,Private room,2,175,4.95
157673,f,Bedford-Stuyvesant,Brooklyn,40.68096,-73.94062,Entire home/apt,4,65,3.68
158061,f,Bedford-Stuyvesant,Brooklyn,40.68511,-73.91927,Private room,2,165,3.84
158176,f,Williamsburg,Brooklyn,40.71596,-73.96017,Entire home/apt,2,175,4.99
159749,f,Bedford-Stuyvesant,Brooklyn,40.68048,-73.93938,Private room,3,81,4.61
159815,f,Bedford-Stuyvesant,Brooklyn,40.68048,-73.93938,Private room,2,71,4.90
159913,f,Chelsea,Manhattan,40.74389,-74.00068,Private room,2,150,4.96
162493,f,Williamsburg,Brooklyn,40.71174,-73.95798,Entire home/apt,6,582,4.93
162508,f,Crown Heights,Brooklyn,40.67188,-73.95097,Entire home/apt,2,130,4.14
163814,f,East Village,Manhattan,40.72641,-73.98711,Entire home/apt,5,179,4.77
166006,f,Upper West Side,Manhattan,40.79864,-73.96209,Entire home/apt,6,250,4.52
166172,f,Bushwick,Brooklyn,40.68478,-73.9066,Private room,2,55,4.52
166983,f,Carroll Gardens,Brooklyn,40.68194,-73.99708,Entire home/apt,6,350,4.67
168123,t,Windsor Terrace,Brooklyn,40.65891,-73.98556,Entire home/apt,2,100,4.70
169306,f,University Heights,Bronx,40.85981,-73.9063,Private room,2,47,4.18
169483,f,Gravesend,Brooklyn,40.60602,-73.97076,Entire home/apt,4,184,0.00
170420,f,East Harlem,Manhattan,40.79179,-73.93972,Entire home/apt,2,79,4.43
170761,t,Fort Greene,Brooklyn,40.68876,-73.97758,Private room,2,85,4.98
171562,t,Chelsea,Manhattan,40.74937,-73.99467,Entire home/apt,2,240,4.83
171978,f,Crown Heights,Brooklyn,40.66946,-73.94638,Entire home/apt,3,94,4.17
173151,f,Greenpoint,Brooklyn,40.72852,-73.95655,Private room,2,78,4.89
174966,f,Upper West Side,Manhattan,40.7751,-73.98595,Entire home/apt,9,2500,4.72
176653,t,East Village,Manhattan,40.72905,-73.98214,Private room,1,100,4.85
177495,f,Chelsea,Manhattan,40.74088,-73.99538,Entire home/apt,4,550,5.00
177606,t,Kips Bay,Manhattan,40.74045,-73.9749,Private room,2,189,4.64
179741,t,Nolita,Manhattan,40.72212,-73.99638,Entire home/apt,6,370,5.00
182069,f,East Harlem,Manhattan,40.78923,-73.946,Entire home/apt,3,100,4.39
182177,t,Allerton,Bronx,40.86502,-73.85496,Entire home/apt,5,166,4.45
187986,f,Chelsea,Manhattan,40.73862,-73.99758,Entire home/apt,4,250,5.00
188674,f,East Village,Manhattan,40.73345,-73.98809,Entire home/apt,2,165,4.95
189135,f,Hell's Kitchen,Manhattan,40.76263,-73.99401,Private room,2,106,4.75
189181,f,Chelsea,Manhattan,40.74907,-74.00281,Private room,2,282,5.00
189732,t,East New York,Brooklyn,40.67346,-73.87263,Entire home/apt,8,183,4.51
189787,f,Crown Heights,Brooklyn,40.66941,-73.94988,Entire home/apt,2,108,4.48
190267,f,Upper East Side,Manhattan,40.7688,-73.95825,Entire home/apt,2,179,4.86
190968,f,Prospect Heights,Brooklyn,40.67914,-73.96443,Entire home/apt,2,175,4.94
190974,f,Park Slope,Brooklyn,40.66836,-73.98166,Entire home/apt,3,130,4.93
194154,f,Central Park,Manhattan,40.7963,-73.96069,Private room,2,125,4.71
195123,f,Washington Heights,Manhattan,40.83338,-73.94326,Private room,2,75,4.46
195233,f,Prospect-Lefferts Gardens,Brooklyn,40.65633597,-73.95525752,Private room,1,50,4.71
195240,f,Flatbush,Brooklyn,40.65467671,-73.95720935,Private room,1,60,4.62
195989,t,Park Slope,Brooklyn,40.67641,-73.98161,Private room,2,105,4.95
197753,f,Harlem,Manhattan,40.82929,-73.94873,Private room,3,68,4.48
197931,f,Hell's Kitchen,Manhattan,40.761436,-73.991791,Entire home/apt,2,261,4.92
197942,t,Bedford-Stuyvesant,Brooklyn,40.6836,-73.95445,Entire home/apt,2,198,4.47
198028,f,Ditmars Steinway,Queens,40.77728,-73.91278,Shared room,2,50,4.80
198478,f,Upper East Side,Manhattan,40.7794,-73.95096,Private room,1,95,4.95
198744,f,Upper West Side,Manhattan,40.78141,-73.98909,Private room,2,124,4.94
200645,f,Upper East Side,Manhattan,40.76739,-73.9557,Shared room,1,90,0.00
200955,f,Stuyvesant Town,Manhattan,40.73125,-73.9811,Entire home/apt,2,125,4.90
201514,f,Harlem,Manhattan,40.82553,-73.94511,Entire home/apt,4,150,0.00
201992,f,Park Slope,Brooklyn,40.67466,-73.97853,Entire home/apt,4,190,4.97
202273,f,Bedford-Stuyvesant,Brooklyn,40.68702,-73.94917,Private room,2,55,4.04
203901,f,Upper East Side,Manhattan,40.76922,-73.95648,Entire home/apt,4,190,4.75
204065,f,Clinton Hill,Brooklyn,40.687,-73.96149,Entire home/apt,8,448,4.84
205485,f,Bedford-Stuyvesant,Brooklyn,40.68339,-73.94034,Entire home/apt,2,185,4.51
205867,f,Williamsburg,Brooklyn,40.72002,-73.94238,Entire home/apt,3,120,4.53
206316,f,Fort Greene,Brooklyn,40.6878,-73.97253,Entire home/apt,2,157,5.00
206772,f,Williamsburg,Brooklyn,40.7125,-73.96598,Entire home/apt,2,190,4.71
206957,f,Sheepshead Bay,Brooklyn,40.5847,-73.94088,Entire home/apt,4,95,4.26
208148,f,Williamsburg,Brooklyn,40.71955,-73.95471,Entire home/apt,2,185,5.00
208889,f,Bedford-Stuyvesant,Brooklyn,40.69049,-73.93212,Entire home/apt,4,71,4.55
209310,t,Sunnyside,Queens,40.73877,-73.92557,Private room,2,52,4.82
212109,f,West Village,Manhattan,40.73814,-74.00811,Private room,1,89,5.00
212544,f,Gowanus,Brooklyn,40.67828,-73.98414,Entire home/apt,3,100,4.22
213330,t,Lower East Side,Manhattan,40.71724,-73.99054,Private room,2,220,4.89
214917,f,Emerson Hill,Staten Island,40.60742,-74.14388,Entire home/apt,3,76,5.00
215560,t,Bedford-Stuyvesant,Brooklyn,40.68613,-73.95545,Private room,2,85,4.42
216080,t,Fort Greene,Brooklyn,40.69048013,-73.97339055,Private room,2,175,4.92
218358,f,Harlem,Manhattan,40.80592,-73.95172,Private room,1,70,4.88
219066,f,Bensonhurst,Brooklyn,40.61943,-73.99232,Entire home/apt,2,110,4.74
219922,f,Harlem,Manhattan,40.81553,-73.95438,Private room,1,85,4.33
220563,f,Bedford-Stuyvesant,Brooklyn,40.68788,-73.95014,Private room,2,75,4.19
220739,f,Bushwick,Brooklyn,40.70608,-73.92358,Entire home/apt,4,296,4.78
