host_is_superhost,neighborhood,borough,room_type,accommodates,price,review_scores_location,review_scores_rating
f,Harlem,Manhattan,Private room,2,47,5.00,5.00
f,Richmond Hill,Queens,Entire home/apt,3,100,0.00,0.00
f,Long Island City,Queens,Entire home/apt,2,289,0.00,0.00
f,Bay Ridge,Brooklyn,Private room,1,55,5.00,5.00
t,East New York,Brooklyn,Private room,2,41,5.00,5.00
f,Harlem,Manhattan,Entire home/apt,1,99,4.80,4.80
f,Ditmars Steinway,Queens,Private room,1,115,5.00,4.89
t,Clinton Hill,Brooklyn,Private room,2,105,4.97,4.95
f,Harlem,Manhattan,Entire home/apt,3,139,0.00,0.00
f,Harlem,Manhattan,Entire home/apt,2,250,5.00,5.00
f,Upper West Side,Manhattan,Entire home/apt,4,328,5.00,3.00
f,Greenpoint,Brooklyn,Entire home/apt,3,250,0.00,0.00
f,Jackson Heights,Queens,Entire home/apt,2,80,5.00,5.00
f,Crown Heights,Brooklyn,Entire home/apt,5,118,4.90,4.80
f,Harlem,Manhattan,Private room,2,33,0.00,0.00
f,East New York,Brooklyn,Private room,2,62,5.00,5.00
f,Woodside,Queens,Private room,1,50,4.82,4.91
f,Harlem,Manhattan,Entire home/apt,2,138,4.51,4.17
f,Crown Heights,Brooklyn,Entire home/apt,2,130,5.00,5.00
f,Springfield Gardens,Queens,Entire home/apt,4,140,0.00,0.00
f,Rockaway Beach,Queens,Private room,2,130,5.00,4.98
f,Bay Ridge,Brooklyn,Entire home/apt,3,180,5.00,5.00
f,Williamsburg,Brooklyn,Private room,1,35,5.00,4.67
t,Harlem,Manhattan,Entire home/apt,5,109,0.00,0.00
f,Harlem,Manhattan,Entire home/apt,6,233,4.58,4.50
f,Crown Heights,Brooklyn,Private room,1,40,5.00,4.67
f,Upper West Side,Manhattan,Entire home/apt,2,246,0.00,0.00
f,Parkchester,Bronx,Private room,2,50,4.58,4.46
f,Shore Acres,Staten Island,Entire home/apt,5,300,0.00,0.00
t,East Elmhurst,Queens,Private room,1,41,4.65,4.81
f,Pelham Gardens,Bronx,Entire home/apt,4,121,4.80,5.00
f,Williamsburg,Brooklyn,Entire home/apt,2,248,0.00,0.00
t,Sunnyside,Queens,Entire home/apt,3,120,4.82,4.91
f,Sunnyside,Queens,Entire home/apt,2,71,4.72,4.92
f,Harlem,Manhattan,Private room,4,140,0.00,0.00
f,Harlem,Manhattan,Entire home/apt,2,157,0.00,0.00
t,Harlem,Manhattan,Private room,2,98,4.51,4.78
f,Crown Heights,Brooklyn,Entire home/apt,6,240,4.67,4.54
f,Harlem,Manhattan,Private room,1,75,4.53,4.70
f,Harlem,Manhattan,Private room,3,130,4.84,4.90
f,Greenpoint,Brooklyn,Private room,2,50,0.00,0.00
f,Kips Bay,Manhattan,Private room,2,165,4.75,4.89
f,Greenpoint,Brooklyn,Entire home/apt,2,75,0.00,0.00
f,Bay Ridge,Brooklyn,Private room,1,75,0.00,0.00
t,Wakefield,Bronx,Entire home/apt,3,104,4.61,4.94
f,Woodside,Queens,Private room,2,36,0.00,0.00
f,Crown Heights,Brooklyn,Entire home/apt,4,123,4.54,4.75
t,Crown Heights,Brooklyn,Entire home/apt,2,167,4.69,4.87
f,Harlem,Manhattan,Private room,2,79,4.44,4.35
f,Williamsburg,Brooklyn,Entire home/apt,2,95,0.00,0.00
f,Harlem,Manhattan,Entire home/apt,6,165,4.38,4.55
f,Chinatown,Manhattan,Entire home/apt,9,622,4.87,4.87
f,Woodside,Queens,Private room,2,93,4.79,4.85
t,Fort Greene,Brooklyn,Entire home/apt,3,220,4.71,5.00
f,Williamsburg,Brooklyn,Private room,2,60,0.00,0.00
t,Harlem,Manhattan,Private room,2,77,4.91,4.96
f,Harlem,Manhattan,Private room,2,299,0.00,0.00
f,Harlem,Manhattan,Private room,1,48,3.00,5.00
f,Financial District,Manhattan,Private room,2,315,0.00,0.00
f,Kips Bay,Manhattan,Private room,2,133,0.00,0.00
f,Fort Greene,Brooklyn,Private room,1,91,0.00,0.00
f,Rosedale,Queens,Entire home/apt,4,169,4.83,5.00
f,Harlem,Manhattan,Private room,2,57,4.24,3.86
t,Morrisania,Bronx,Entire home/apt,3,68,4.67,4.76
f,South Slope,Brooklyn,Entire home/apt,5,187,5.00,4.00
f,Harlem,Manhattan,Entire home/apt,4,325,4.67,4.83
f,Midtown,Manhattan,Entire home/apt,2,345,0.00,0.00
f,Crown Heights,Brooklyn,Entire home/apt,5,150,4.19,3.81
t,Williamsburg,Brooklyn,Entire home/apt,4,245,4.87,4.91
t,Harlem,Manhattan,Private room,2,116,4.88,4.91
f,Crown Heights,Brooklyn,Private room,1,35,4.42,4.40
t,Harlem,Manhattan,Private room,2,75,4.71,4.67
f,Jackson Heights,Queens,Private room,2,165,0.00,0.00
t,Harlem,Manhattan,Entire home/apt,1,64,5.00,4.80
f,Kips Bay,Manhattan,Entire home/apt,3,102,5.00,5.00
f,Chinatown,Manhattan,Entire home/apt,2,150,4.88,4.81
f,Highbridge,Bronx,Private room,1,51,4.71,4.57
f,Jackson Heights,Queens,Entire home/apt,5,270,4.50,5.00
f,Woodside,Queens,Entire home/apt,7,370,0.00,0.00
f,Fort Greene,Brooklyn,Private room,1,60,5.00,5.00
f,Harlem,Manhattan,Private room,1,48,1.00,2.00
f,Midtown,Manhattan,Private room,8,737,0.00,0.00
f,South Slope,Brooklyn,Private room,2,77,0.00,0.00
t,Harlem,Manhattan,Private room,1,91,4.87,4.93
f,Fort Greene,Brooklyn,Private room,1,100,5.00,4.80
f,Bay Ridge,Brooklyn,Private room,2,85,4.77,4.78
f,Chinatown,Manhattan,Entire home/apt,3,140,4.87,4.51
f,Fort Greene,Brooklyn,Entire home/apt,2,125,4.67,5.00
f,Harlem,Manhattan,Entire home/apt,4,300,4.81,4.68
t,Williamsburg,Brooklyn,Private room,1,158,5.00,5.00
t,Harlem,Manhattan,Entire home/apt,3,70,4.51,4.74
t,Harlem,Manhattan,Entire home/apt,4,299,4.73,4.85
f,Williamsburg,Brooklyn,Entire home/apt,4,180,4.94,4.94
f,Murray Hill,Manhattan,Private room,4,1022,0.00,0.00
f,Windsor Terrace,Brooklyn,Entire home/apt,2,80,4.95,4.98
f,Washington Heights,Manhattan,Private room,2,50,4.50,4.79
f,Harlem,Manhattan,Private room,2,32,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,3,300,4.90,4.90
f,Kips Bay,Manhattan,Entire home/apt,3,101,0.00,0.00
f,Sunnyside,Queens,Entire home/apt,3,104,4.68,4.64
f,Sunnyside,Queens,Entire home/apt,3,140,5.00,5.00
f,Nolita,Manhattan,Entire home/apt,2,263,0.00,0.00
f,Washington Heights,Manhattan,Private room,1,50,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,5,185,4.92,5.00
f,Crown Heights,Brooklyn,Private room,1,65,4.80,4.40
f,Kips Bay,Manhattan,Private room,2,75,5.00,4.77
f,Sheepshead Bay,Brooklyn,Private room,2,350,0.00,0.00
t,Prospect-Lefferts Gardens,Brooklyn,Private room,2,128,4.90,4.93
f,Williamsburg,Brooklyn,Private room,1,69,0.00,0.00
f,Harlem,Manhattan,Entire home/apt,2,200,4.46,4.31
f,Harlem,Manhattan,Private room,2,45,5.00,4.00
f,Tribeca,Manhattan,Entire home/apt,2,292,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,5,200,4.70,4.82
t,Richmond Hill,Queens,Entire home/apt,7,180,4.83,4.83
t,Washington Heights,Manhattan,Private room,2,30,4.78,4.82
f,Ridgewood,Queens,Entire home/apt,5,200,4.68,4.59
t,Williamsburg,Brooklyn,Entire home/apt,1,141,4.94,4.94
f,Ditmars Steinway,Queens,Entire home/apt,2,255,4.80,5.00
t,Harlem,Manhattan,Entire home/apt,4,220,5.00,5.00
f,Harlem,Manhattan,Entire home/apt,8,282,4.75,4.89
f,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,3,140,5.00,5.00
t,Williamsburg,Brooklyn,Private room,2,145,4.92,4.72
f,Upper West Side,Manhattan,Entire home/apt,4,366,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,4,441,0.00,0.00
f,Williamsburg,Brooklyn,Private room,2,150,5.00,4.86
f,Washington Heights,Manhattan,Entire home/apt,7,2000,4.50,4.83
f,Harlem,Manhattan,Entire home/apt,2,100,4.71,5.00
t,Woodside,Queens,Entire home/apt,3,99,5.00,4.75
t,Williamsburg,Brooklyn,Private room,2,179,4.96,4.88
f,Williamsburg,Brooklyn,Private room,1,80,5.00,4.64
f,East Harlem,Manhattan,Entire home/apt,2,209,0.00,0.00
t,Harlem,Manhattan,Private room,1,97,4.89,4.88
f,Harlem,Manhattan,Private room,2,32,0.00,0.00
f,East Elmhurst,Queens,Private room,2,58,5.00,5.00
f,Williamsburg,Brooklyn,Entire home/apt,4,120,5.00,5.00
t,Maspeth,Queens,Entire home/apt,2,120,4.88,5.00
t,Harlem,Manhattan,Entire home/apt,5,260,4.60,4.76
f,Chinatown,Manhattan,Private room,2,80,5.00,4.00
t,Jamaica,Queens,Entire home/apt,11,288,4.73,4.73
f,Woodside,Queens,Entire home/apt,5,197,4.83,4.76
f,Harlem,Manhattan,Private room,2,75,4.67,4.91
t,East New York,Brooklyn,Entire home/apt,3,160,4.64,4.79
f,Woodside,Queens,Private room,3,130,5.00,5.00
f,Jackson Heights,Queens,Private room,2,90,4.88,4.95
f,Harlem,Manhattan,Entire home/apt,2,150,4.74,4.97
f,Williamsburg,Brooklyn,Private room,1,67,4.73,4.73
f,Washington Heights,Manhattan,Private room,1,49,0.00,0.00
f,Kips Bay,Manhattan,Entire home/apt,4,159,0.00,0.00
f,Williamsburg,Brooklyn,Private room,2,100,4.00,3.00
f,Arverne,Queens,Private room,2,40,4.00,3.00
f,Claremont Village,Bronx,Entire home/apt,5,380,3.00,4.13
t,Prospect-Lefferts Gardens,Brooklyn,Private room,1,39,0.00,0.00
f,Crown Heights,Brooklyn,Entire home/apt,6,180,4.67,5.00
t,Clinton Hill,Brooklyn,Private room,2,93,4.86,4.93
f,Harlem,Manhattan,Private room,2,40,4.50,5.00
f,Harlem,Manhattan,Private room,2,72,4.00,5.00
f,Downtown Brooklyn,Brooklyn,Entire home/apt,2,225,5.00,5.00
f,NoHo,Manhattan,Entire home/apt,2,128,5.00,5.00
f,Williamsburg,Brooklyn,Private room,2,73,5.00,4.46
f,Harlem,Manhattan,Entire home/apt,5,110,4.35,4.59
f,Williamsburg,Brooklyn,Entire home/apt,5,250,4.97,4.82
f,Upper East Side,Manhattan,Entire home/apt,4,363,5.00,5.00
f,Washington Heights,Manhattan,Entire home/apt,3,115,4.25,4.50
f,Ditmars Steinway,Queens,Entire home/apt,2,150,0.00,0.00
f,Williamsburg,Brooklyn,Private room,2,85,5.00,5.00
f,Williamsburg,Brooklyn,Entire home/apt,2,130,4.94,4.90
f,Midtown,Manhattan,Entire home/apt,4,442,0.00,0.00
f,Harlem,Manhattan,Entire home/apt,2,119,0.00,0.00
t,Sheepshead Bay,Brooklyn,Entire home/apt,5,189,5.00,5.00
f,East New York,Brooklyn,Entire home/apt,2,119,4.50,4.50
f,Arverne,Queens,Private room,2,71,4.41,4.71
f,Woodside,Queens,Entire home/apt,4,425,0.00,0.00
f,Chinatown,Manhattan,Entire home/apt,10,296,4.66,4.66
f,East New York,Brooklyn,Entire home/apt,4,160,5.00,5.00
f,Sunnyside,Queens,Entire home/apt,4,116,4.50,2.50
f,Greenpoint,Brooklyn,Private room,2,89,5.00,5.00
f,East New York,Brooklyn,Entire home/apt,5,105,4.53,4.67
t,East Elmhurst,Queens,Private room,1,53,4.70,4.88
f,Williamsburg,Brooklyn,Private room,2,58,4.57,4.50
f,Harlem,Manhattan,Private room,2,150,4.52,4.45
f,Williamsburg,Brooklyn,Private room,2,100,0.00,0.00
t,Williamsburg,Brooklyn,Private room,2,145,4.80,4.63
f,Harlem,Manhattan,Private room,1,65,4.50,4.50
f,Williamsburg,Brooklyn,Entire home/apt,4,209,0.00,0.00
f,Kensington,Brooklyn,Entire home/apt,3,70,4.60,4.20
f,Woodside,Queens,Private room,3,115,4.75,4.95
f,Williamsburg,Brooklyn,Private room,2,118,5.00,5.00
f,Crown Heights,Brooklyn,Entire home/apt,3,98,4.79,4.64
f,Washington Heights,Manhattan,Private room,1,99,4.80,4.65
f,Clinton Hill,Brooklyn,Private room,2,100,5.00,5.00
f,Harlem,Manhattan,Entire home/apt,3,145,5.00,5.00
f,Clinton Hill,Brooklyn,Private room,2,150,0.00,0.00
f,Downtown Brooklyn,Brooklyn,Private room,2,70,5.00,5.00
t,Kips Bay,Manhattan,Entire home/apt,2,172,3.80,4.80
f,Ozone Park,Queens,Private room,2,59,5.00,5.00
f,Concourse,Bronx,Private room,2,90,4.77,4.90
t,Parkchester,Bronx,Entire home/apt,2,78,4.71,4.83
t,Wakefield,Bronx,Entire home/apt,3,94,4.82,4.82
f,Rosedale,Queens,Entire home/apt,8,75,0.00,0.00
f,Pelham Gardens,Bronx,Entire home/apt,8,75,4.56,4.44
f,Ditmars Steinway,Queens,Private room,1,49,5.00,5.00
t,Financial District,Manhattan,Private room,2,239,5.00,4.86
f,Crown Heights,Brooklyn,Entire home/apt,2,179,0.00,0.00
f,South Slope,Brooklyn,Entire home/apt,4,200,5.00,5.00
t,Financial District,Manhattan,Private room,4,239,4.80,4.84
t,Williamsburg,Brooklyn,Entire home/apt,4,195,4.98,4.96
f,Harlem,Manhattan,Private room,2,64,4.41,4.56
f,East New York,Brooklyn,Entire home/apt,2,199,5.00,5.00
f,East New York,Brooklyn,Entire home/apt,2,85,5.00,5.00
f,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,2,50,4.00,5.00
f,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,4,139,4.44,4.67
f,Harlem,Manhattan,Shared room,1,75,4.70,4.50
f,Harlem,Manhattan,Shared room,1,50,4.33,3.67
f,Financial District,Manhattan,Private room,2,272,0.00,0.00
t,Crown Heights,Brooklyn,Entire home/apt,4,299,5.00,5.00
f,Williamsburg,Brooklyn,Entire home/apt,3,250,0.00,0.00
f,Williamsburg,Brooklyn,Private room,2,90,5.00,4.80
f,Queens Village,Queens,Private room,2,46,4.67,5.00
f,Westerleigh,Staten Island,Private room,2,99,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,4,147,4.91,4.64
f,Harlem,Manhattan,Entire home/apt,15,599,4.70,4.85
t,Financial District,Manhattan,Private room,2,239,4.84,4.71
f,East New York,Brooklyn,Entire home/apt,2,125,4.21,4.88
f,Downtown Brooklyn,Brooklyn,Entire home/apt,4,190,4.70,4.90
t,Springfield Gardens,Queens,Private room,2,85,4.87,5.00
f,Fort Greene,Brooklyn,Entire home/apt,5,223,4.52,4.66
t,Schuylerville,Bronx,Entire home/apt,2,90,4.89,5.00
f,Williamsburg,Brooklyn,Private room,2,297,4.84,4.98
t,Kensington,Brooklyn,Entire home/apt,10,1995,4.93,5.00
f,Harlem,Manhattan,Private room,2,60,0.00,0.00
f,Ditmars Steinway,Queens,Entire home/apt,2,70,4.50,4.50
f,Chinatown,Manhattan,Private room,2,75,4.50,5.00
t,Grymes Hill,Staten Island,Entire home/apt,8,300,4.87,4.89
f,Morningside Heights,Manhattan,Entire home/apt,4,190,5.00,5.00
f,Brighton Beach,Brooklyn,Entire home/apt,4,60,4.57,4.43
f,Harlem,Manhattan,Private room,2,87,4.81,4.92
t,Crown Heights,Brooklyn,Entire home/apt,6,146,4.89,4.82
t,Harlem,Manhattan,Entire home/apt,2,169,4.68,4.81
t,Financial District,Manhattan,Private room,2,239,4.79,4.74
f,Battery Park City,Manhattan,Entire home/apt,4,760,0.00,0.00
f,Chinatown,Manhattan,Entire home/apt,2,95,4.00,5.00
f,Jamaica,Queens,Private room,2,88,4.79,4.75
f,Harlem,Manhattan,Private room,1,42,4.00,4.00
f,Harlem,Manhattan,Private room,2,99,0.00,0.00
f,Harlem,Manhattan,Entire home/apt,4,106,4.54,4.61
f,South Ozone Park,Queens,Entire home/apt,6,250,5.00,5.00
f,Springfield Gardens,Queens,Entire home/apt,5,144,4.77,4.86
t,Midland Beach,Staten Island,Private room,2,60,5.00,5.00
f,Harlem,Manhattan,Private room,2,25,5.00,5.00
t,Harlem,Manhattan,Entire home/apt,2,113,4.92,4.88
f,Harlem,Manhattan,Entire home/apt,5,181,4.40,4.67
f,Harlem,Manhattan,Private room,2,80,5.00,4.50
f,Williamsburg,Brooklyn,Private room,1,50,4.40,4.20
f,Williamsburg,Brooklyn,Entire home/apt,2,306,5.00,5.00
f,Woodside,Queens,Private room,2,85,5.00,5.00
f,Canarsie,Brooklyn,Private room,2,50,4.76,4.76
f,East Village,Manhattan,Entire home/apt,4,310,0.00,0.00
f,Clinton Hill,Brooklyn,Private room,2,39,4.86,4.86
f,Crown Heights,Brooklyn,Entire home/apt,2,157,4.16,4.70
f,Williamsburg,Brooklyn,Private room,1,52,4.87,4.73
f,East Elmhurst,Queens,Entire home/apt,4,200,5.00,5.00
f,Springfield Gardens,Queens,Private room,2,80,4.67,4.50
f,Mott Haven,Bronx,Entire home/apt,4,194,5.00,4.00
f,East Elmhurst,Queens,Private room,2,75,4.77,4.58
f,Fort Greene,Brooklyn,Entire home/apt,2,250,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,2,70,0.00,0.00
t,Prospect-Lefferts Gardens,Brooklyn,Private room,2,85,5.00,5.00
f,Clinton Hill,Brooklyn,Private room,2,85,5.00,4.93
f,Fordham,Bronx,Private room,1,34,5.00,4.50
f,Financial District,Manhattan,Private room,1,35,4.67,4.67
f,Rockaway Beach,Queens,Private room,2,1989,4.64,4.29
f,Fort Greene,Brooklyn,Entire home/apt,2,111,5.00,4.83
f,Crown Heights,Brooklyn,Entire home/apt,6,139,0.00,0.00
f,Two Bridges,Manhattan,Entire home/apt,3,108,4.25,4.50
f,Upper West Side,Manhattan,Entire home/apt,2,307,0.00,0.00
t,Williamsburg,Brooklyn,Private room,1,90,4.59,4.86
f,Longwood,Bronx,Private room,2,188,4.00,5.00
f,Gowanus,Brooklyn,Entire home/apt,4,112,4.90,4.90
f,Far Rockaway,Queens,Entire home/apt,3,155,5.00,5.00
f,Douglaston,Queens,Private room,1,54,5.00,5.00
f,Financial District,Manhattan,Private room,1,99,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,5,400,5.00,4.50
f,Harlem,Manhattan,Private room,2,80,4.29,4.41
f,East New York,Brooklyn,Private room,2,100,0.00,0.00
f,Stuyvesant Town,Manhattan,Entire home/apt,2,143,5.00,5.00
f,Jackson Heights,Queens,Private room,1,70,4.92,4.58
t,Harlem,Manhattan,Shared room,1,49,4.75,4.80
t,Far Rockaway,Queens,Private room,2,52,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,4,364,4.33,4.50
f,Upper East Side,Manhattan,Entire home/apt,2,150,4.50,3.50
t,Crown Heights,Brooklyn,Entire home/apt,4,135,4.99,4.99
f,Harlem,Manhattan,Entire home/apt,5,250,4.55,4.68
t,Chinatown,Manhattan,Entire home/apt,10,713,4.91,4.86
t,Greenpoint,Brooklyn,Private room,6,599,3.57,4.17
t,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,2,125,4.60,4.40
t,East New York,Brooklyn,Entire home/apt,4,180,4.53,4.93
f,Washington Heights,Manhattan,Entire home/apt,4,175,0.00,0.00
f,Crown Heights,Brooklyn,Private room,2,65,0.00,0.00
f,Greenpoint,Brooklyn,Private room,2,120,4.75,5.00
t,Crown Heights,Brooklyn,Private room,2,61,4.46,4.89
f,Crown Heights,Brooklyn,Private room,2,72,4.00,5.00
f,Harlem,Manhattan,Private room,2,106,5.00,5.00
f,Harlem,Manhattan,Private room,2,200,4.69,4.75
f,Harlem,Manhattan,Entire home/apt,4,85,4.83,4.83
f,Mott Haven,Bronx,Entire home/apt,2,100,4.33,4.83
t,Far Rockaway,Queens,Private room,2,52,4.00,5.00
f,Clinton Hill,Brooklyn,Private room,1,38,5.00,4.82
f,Theater District,Manhattan,Shared room,3,200,0.00,0.00
f,Canarsie,Brooklyn,Private room,3,70,4.42,4.71
f,West Village,Manhattan,Entire home/apt,2,276,0.00,0.00
f,Crown Heights,Brooklyn,Entire home/apt,5,425,4.83,5.00
f,Williamsburg,Brooklyn,Private room,1,48,4.65,4.23
t,Springfield Gardens,Queens,Private room,2,40,4.80,4.85
t,Far Rockaway,Queens,Private room,2,52,5.00,5.00
f,Canarsie,Brooklyn,Private room,2,65,5.00,4.00
f,Murray Hill,Manhattan,Entire home/apt,2,275,5.00,5.00
f,Williamsburg,Brooklyn,Private room,2,69,5.00,4.80
t,Theater District,Manhattan,Private room,4,202,5.00,4.93
t,Rosedale,Queens,Private room,1,49,4.69,4.86
f,Midtown,Manhattan,Entire home/apt,2,274,0.00,0.00
f,Canarsie,Brooklyn,Entire home/apt,2,80,4.78,4.56
f,Harlem,Manhattan,Entire home/apt,2,275,5.00,5.00
f,Harlem,Manhattan,Private room,1,43,4.60,4.76
f,Williamsburg,Brooklyn,Entire home/apt,2,99,4.78,4.79
f,Williamsburg,Brooklyn,Private room,2,68,4.59,4.09
f,Williamsburg,Brooklyn,Entire home/apt,3,218,4.99,4.77
f,Washington Heights,Manhattan,Private room,1,55,4.58,4.58
f,Morningside Heights,Manhattan,Entire home/apt,3,140,0.00,0.00
f,East Harlem,Manhattan,Entire home/apt,4,379,0.00,0.00
f,Far Rockaway,Queens,Entire home/apt,2,75,4.42,4.60
t,Harlem,Manhattan,Private room,3,92,4.48,4.44
t,Washington Heights,Manhattan,Private room,2,75,4.81,4.85
t,Harlem,Manhattan,Entire home/apt,4,251,4.53,4.84
f,Williamsburg,Brooklyn,Entire home/apt,2,175,5.00,4.80
f,Williamsburg,Brooklyn,Entire home/apt,3,300,4.93,4.79
f,Chinatown,Manhattan,Entire home/apt,2,90,4.96,4.58
f,Morningside Heights,Manhattan,Private room,1,45,0.00,0.00
f,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,4,51,4.60,5.00
f,Harlem,Manhattan,Entire home/apt,6,220,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,2,139,5.00,5.00
t,Harlem,Manhattan,Entire home/apt,5,482,4.81,4.82
f,Upper West Side,Manhattan,Entire home/apt,4,407,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,2,94,4.35,4.58
t,Crown Heights,Brooklyn,Entire home/apt,3,219,5.00,5.00
t,Crown Heights,Brooklyn,Entire home/apt,15,400,4.44,4.59
f,Harlem,Manhattan,Private room,4,57,4.75,4.71
f,Parkchester,Bronx,Entire home/apt,4,99,5.00,5.00
f,Harlem,Manhattan,Private room,1,40,3.50,2.50
f,Mott Haven,Bronx,Entire home/apt,2,140,3.90,3.86
f,East New York,Brooklyn,Private room,2,220,0.00,0.00
f,Richmond Hill,Queens,Entire home/apt,3,158,4.92,5.00
t,South Slope,Brooklyn,Entire home/apt,4,161,4.92,4.88
f,Murray Hill,Manhattan,Entire home/apt,2,307,0.00,0.00
f,Morningside Heights,Manhattan,Private room,1,45,5.00,4.00
f,Harlem,Manhattan,Entire home/apt,5,142,4.26,4.71
f,Ozone Park,Queens,Shared room,2,75,5.00,4.00
f,East Elmhurst,Queens,Private room,1,68,5.00,5.00
f,Clinton Hill,Brooklyn,Private room,1,72,5.00,5.00
f,East New York,Brooklyn,Entire home/apt,3,157,3.67,3.33
f,Kips Bay,Manhattan,Entire home/apt,3,131,5.00,5.00
f,Crown Heights,Brooklyn,Entire home/apt,2,160,5.00,5.00
f,Woodside,Queens,Entire home/apt,2,75,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,2,150,4.94,4.88
t,Far Rockaway,Queens,Private room,2,52,5.00,5.00
f,Crown Heights,Brooklyn,Entire home/apt,2,150,4.14,4.21
f,Harlem,Manhattan,Private room,2,57,4.73,4.13
t,Harlem,Manhattan,Entire home/apt,3,137,4.58,4.92
t,Crown Heights,Brooklyn,Private room,1,89,4.96,4.89
f,Harlem,Manhattan,Private room,3,495,4.82,5.00
f,Morris Heights,Bronx,Private room,2,40,0.00,0.00
f,Chelsea,Manhattan,Entire home/apt,2,282,0.00,0.00
f,Washington Heights,Manhattan,Entire home/apt,4,120,4.82,4.65
t,Williamsburg,Brooklyn,Private room,1,93,4.76,4.94
f,Upper West Side,Manhattan,Entire home/apt,2,278,0.00,0.00
f,Harlem,Manhattan,Entire home/apt,3,75,5.00,5.00
t,Harlem,Manhattan,Entire home/apt,5,227,4.83,4.89
f,Crown Heights,Brooklyn,Private room,1,79,4.83,4.92
f,Clinton Hill,Brooklyn,Entire home/apt,4,210,5.00,5.00
t,Financial District,Manhattan,Private room,2,239,4.91,4.93
f,Harlem,Manhattan,Private room,2,120,0.00,0.00
f,Gowanus,Brooklyn,Entire home/apt,4,114,5.00,4.82
f,Washington Heights,Manhattan,Private room,1,55,4.89,4.93
f,Washington Heights,Manhattan,Private room,2,200,4.45,3.91
t,Greenpoint,Brooklyn,Entire home/apt,4,249,4.68,4.76
f,Washington Heights,Manhattan,Private room,2,40,3.50,2.00
f,Financial District,Manhattan,Private room,1,90,5.00,5.00
t,Gowanus,Brooklyn,Entire home/apt,2,100,4.77,4.75
t,Williamsburg,Brooklyn,Entire home/apt,3,190,4.98,4.93
t,Corona,Queens,Private room,4,120,4.59,4.71
t,Washington Heights,Manhattan,Private room,2,77,4.63,5.00
f,Williamsburg,Brooklyn,Entire home/apt,3,200,4.50,5.00
f,Harlem,Manhattan,Private room,2,120,5.00,5.00
f,Harlem,Manhattan,Private room,1,70,4.75,4.75
t,Arden Heights,Staten Island,Entire home/apt,2,83,4.95,4.93
f,Hell's Kitchen,Manhattan,Entire home/apt,2,284,0.00,0.00
t,Harlem,Manhattan,Entire home/apt,6,175,4.54,4.80
f,Crown Heights,Brooklyn,Private room,2,55,5.00,5.00
t,Far Rockaway,Queens,Private room,2,52,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,3,350,5.00,5.00
f,Claremont Village,Bronx,Private room,1,204,0.00,0.00
t,Springfield Gardens,Queens,Private room,2,39,4.50,4.50
f,Chelsea,Manhattan,Entire home/apt,2,295,5.00,5.00
f,Two Bridges,Manhattan,Private room,2,100,0.00,0.00
f,Kips Bay,Manhattan,Private room,2,175,4.88,4.78
f,Crown Heights,Brooklyn,Entire home/apt,4,140,0.00,0.00
f,Crown Heights,Brooklyn,Private room,2,56,4.91,4.95
f,Greenpoint,Brooklyn,Entire home/apt,4,143,0.00,0.00
t,Washington Heights,Manhattan,Entire home/apt,2,75,4.33,4.67
t,Harlem,Manhattan,Entire home/apt,4,158,4.63,4.96
f,Jackson Heights,Queens,Private room,2,90,4.50,5.00
f,Rosedale,Queens,Entire home/apt,3,119,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,3,80,5.00,5.00
f,Crown Heights,Brooklyn,Private room,2,43,0.00,0.00
f,Canarsie,Brooklyn,Private room,2,70,4.66,4.63
t,Canarsie,Brooklyn,Private room,2,55,4.52,4.70
f,Williamsbridge,Bronx,Entire home/apt,2,100,4.72,4.69
f,Williamsburg,Brooklyn,Private room,1,49,5.00,5.00
f,Harlem,Manhattan,Shared room,3,70,4.86,4.83
f,Brooklyn Heights,Brooklyn,Entire home/apt,3,210,4.98,4.93
t,Harlem,Manhattan,Private room,2,130,4.82,4.92
f,Midtown,Manhattan,Entire home/apt,2,308,0.00,0.00
f,Washington Heights,Manhattan,Private room,1,65,4.50,5.00
f,Harlem,Manhattan,Private room,2,50,3.00,5.00
t,Washington Heights,Manhattan,Entire home/apt,2,77,4.57,4.00
f,Arverne,Queens,Entire home/apt,3,190,4.16,4.32
f,Theater District,Manhattan,Private room,2,101,4.83,3.94
