host_is_superhost,neighborhood,borough,room_type,accommodates,price,review_scores_location,review_scores_rating
t,Glendale,Queens,Entire home/apt,4,259,4.40,4.60
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,300,0.00,0.00
t,Upper West Side,Manhattan,Private room,2,140,4.98,4.90
f,Upper East Side,Manhattan,Entire home/apt,5,164,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,176,4.87,4.87
f,Crown Heights,Brooklyn,Private room,2,42,3.00,3.00
f,Greenwich Village,Manhattan,Entire home/apt,2,200,4.97,4.82
f,East Village,Manhattan,Entire home/apt,3,163,4.75,4.00
f,Long Island City,Queens,Private room,2,95,5.00,5.00
t,Bedford-Stuyvesant,Brooklyn,Private room,1,42,0.00,0.00
f,Nolita,Manhattan,Entire home/apt,2,175,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,8,1200,5.00,4.00
f,Midtown,Manhattan,Entire home/apt,6,88,4.85,4.48
f,Kensington,Brooklyn,Entire home/apt,4,156,4.46,4.62
f,Jamaica,Queens,Entire home/apt,10,162,4.61,4.33
f,Ridgewood,Queens,Private room,1,56,4.64,5.00
f,Corona,Queens,Shared room,1,35,5.00,5.00
f,Midtown,Manhattan,Entire home/apt,6,90,4.97,4.64
f,Red Hook,Brooklyn,Private room,1,26,0.00,0.00
f,Borough Park,Brooklyn,Private room,4,45,4.64,4.73
f,Bushwick,Brooklyn,Entire home/apt,6,168,5.00,5.00
f,East Flatbush,Brooklyn,Entire home/apt,4,200,4.38,4.75
f,Theater District,Manhattan,Entire home/apt,4,391,0.00,0.00
f,Boerum Hill,Brooklyn,Private room,2,80,0.00,0.00
f,Hell's Kitchen,Manhattan,Private room,2,86,4.70,4.56
f,Woodside,Queens,Private room,1,29,5.00,4.67
f,Clason Point,Bronx,Private room,5,154,4.83,4.57
f,Astoria,Queens,Entire home/apt,6,110,0.00,0.00
f,Gravesend,Brooklyn,Private room,2,100,5.00,5.00
f,Bath Beach,Brooklyn,Entire home/apt,3,110,4.63,4.56
t,Eastchester,Bronx,Entire home/apt,2,124,4.82,4.83
t,Tremont,Bronx,Entire home/apt,8,190,4.00,5.00
f,Ridgewood,Queens,Private room,1,80,4.52,4.82
f,Hell's Kitchen,Manhattan,Private room,6,420,0.00,0.00
f,Midtown,Manhattan,Private room,4,291,0.00,0.00
f,East Flatbush,Brooklyn,Private room,2,80,4.13,4.13
t,Ridgewood,Queens,Entire home/apt,8,167,4.83,4.77
f,Williamsbridge,Bronx,Private room,3,130,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,8,1181,0.00,0.00
f,Washington Heights,Manhattan,Private room,2,55,4.89,4.81
f,Emerson Hill,Staten Island,Entire home/apt,6,150,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,99,4.50,4.56
f,Sunset Park,Brooklyn,Private room,2,46,4.80,4.67
t,Flatlands,Brooklyn,Entire home/apt,4,141,4.89,4.82
f,Clason Point,Bronx,Entire home/apt,6,165,5.00,5.00
f,Midtown,Manhattan,Private room,2,48,4.33,3.17
f,Astoria,Queens,Private room,2,99,4.56,4.69
f,Midtown,Manhattan,Entire home/apt,2,402,0.00,0.00
f,Prospect Heights,Brooklyn,Private room,2,60,5.00,4.81
f,Greenwich Village,Manhattan,Entire home/apt,3,199,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,59,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,60,0.00,0.00
f,North Riverdale,Bronx,Entire home/apt,3,160,4.50,4.50
f,Fort Hamilton,Brooklyn,Private room,1,50,5.00,5.00
f,North Riverdale,Bronx,Entire home/apt,5,100,4.70,4.50
f,Jamaica Hills,Queens,Entire home/apt,5,155,4.85,4.73
t,Flushing,Queens,Private room,3,100,5.00,5.00
f,Flushing,Queens,Private room,2,58,4.59,4.62
t,Morris Park,Bronx,Entire home/apt,4,188,4.91,4.96
t,Allerton,Bronx,Entire home/apt,4,150,4.78,4.97
f,Coney Island,Brooklyn,Private room,2,72,0.00,0.00
f,North Riverdale,Bronx,Entire home/apt,6,320,4.80,4.80
f,Hell's Kitchen,Manhattan,Private room,1,177,5.00,4.56
t,Hell's Kitchen,Manhattan,Private room,2,98,5.00,5.00
f,Midtown,Manhattan,Private room,8,828,0.00,0.00
f,Sunset Park,Brooklyn,Private room,2,72,4.78,4.78
f,Flushing,Queens,Private room,2,200,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,4,1466,0.00,0.00
t,Clason Point,Bronx,Private room,1,37,4.50,4.50
f,Crown Heights,Brooklyn,Private room,2,59,4.00,3.50
t,Forest Hills,Queens,Entire home/apt,3,120,4.82,4.73
f,Todt Hill,Staten Island,Entire home/apt,4,79,4.67,4.67
f,Financial District,Manhattan,Entire home/apt,2,163,5.00,4.50
f,Morris Park,Bronx,Entire home/apt,2,103,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,4,280,5.00,5.00
f,Upper West Side,Manhattan,Entire home/apt,2,199,0.00,0.00
f,Murray Hill,Manhattan,Entire home/apt,4,120,4.67,4.33
f,University Heights,Bronx,Entire home/apt,3,111,4.00,4.69
f,Briarwood,Queens,Entire home/apt,3,329,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,95,4.00,4.50
f,Bedford-Stuyvesant,Brooklyn,Shared room,5,50,0.00,0.00
t,Red Hook,Brooklyn,Entire home/apt,2,99,4.95,4.99
f,Hell's Kitchen,Manhattan,Private room,3,200,0.00,0.00
f,East Village,Manhattan,Entire home/apt,4,330,0.00,0.00
f,Flushing,Queens,Entire home/apt,3,120,4.64,4.82
f,Midtown,Manhattan,Entire home/apt,4,120,4.73,4.20
f,Midtown,Manhattan,Private room,8,828,0.00,0.00
f,Concourse,Bronx,Private room,2,44,4.60,4.55
f,Corona,Queens,Private room,2,60,5.00,5.00
f,Corona,Queens,Private room,2,69,4.75,4.38
f,East Village,Manhattan,Entire home/apt,4,157,4.89,4.73
f,West Village,Manhattan,Entire home/apt,2,175,0.00,0.00
f,Sunset Park,Brooklyn,Private room,1,39,5.00,5.00
t,Flushing,Queens,Entire home/apt,4,110,5.00,5.00
f,Upper East Side,Manhattan,Entire home/apt,2,199,0.00,0.00
t,Randall Manor,Staten Island,Private room,1,50,4.71,5.00
f,Kingsbridge,Bronx,Private room,2,50,4.00,5.00
f,Astoria,Queens,Private room,2,59,4.76,4.69
f,Flushing,Queens,Entire home/apt,5,156,4.36,4.53
t,Midwood,Brooklyn,Private room,1,29,0.00,0.00
f,Kew Gardens,Queens,Entire home/apt,1,90,0.00,0.00
f,Jamaica,Queens,Private room,2,150,4.00,4.33
t,Sunnyside,Queens,Private room,2,79,4.59,4.83
t,Corona,Queens,Shared room,1,33,4.76,4.86
f,Bedford-Stuyvesant,Brooklyn,Private room,2,80,4.66,4.34
f,Longwood,Bronx,Entire home/apt,2,75,3.67,5.00
f,Chelsea,Manhattan,Entire home/apt,4,150,0.00,0.00
f,Woodside,Queens,Private room,1,41,4.89,4.78
f,Midtown,Manhattan,Private room,4,344,0.00,0.00
f,Bushwick,Brooklyn,Private room,2,75,5.00,5.00
f,Lower East Side,Manhattan,Entire home/apt,2,221,5.00,5.00
f,Midtown,Manhattan,Entire home/apt,3,100,5.00,5.00
f,Rosebank,Staten Island,Entire home/apt,2,100,4.85,4.81
f,Bushwick,Brooklyn,Private room,2,47,4.69,4.75
f,Lower East Side,Manhattan,Private room,2,99,4.86,4.81
f,Midtown,Manhattan,Entire home/apt,2,369,0.00,0.00
f,Midtown,Manhattan,Private room,2,223,0.00,0.00
f,Midtown,Manhattan,Private room,2,211,0.00,0.00
t,Elmhurst,Queens,Private room,1,45,4.70,4.74
f,Forest Hills,Queens,Entire home/apt,6,241,5.00,4.50
f,Bedford-Stuyvesant,Brooklyn,Private room,1,55,5.00,5.00
f,East Flatbush,Brooklyn,Private room,2,99,4.75,5.00
f,Upper West Side,Manhattan,Entire home/apt,3,175,4.57,3.29
f,Astoria,Queens,Private room,2,78,4.79,4.21
f,Astoria,Queens,Private room,2,76,4.91,4.64
t,Ridgewood,Queens,Entire home/apt,4,199,4.71,4.82
f,Kips Bay,Manhattan,Entire home/apt,4,368,0.00,0.00
f,Midtown,Manhattan,Private room,12,815,0.00,0.00
f,Bushwick,Brooklyn,Private room,2,50,4.67,4.33
f,Bedford-Stuyvesant,Brooklyn,Private room,1,50,4.50,4.88
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,99,4.57,4.86
f,Long Island City,Queens,Private room,2,202,4.00,5.00
f,Long Island City,Queens,Private room,2,138,5.00,5.00
f,West Village,Manhattan,Entire home/apt,2,161,5.00,4.86
f,Midtown,Manhattan,Private room,2,234,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,12,1147,0.00,0.00
f,Midtown,Manhattan,Private room,4,369,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,4,100,4.80,4.60
f,Allerton,Bronx,Private room,2,53,3.00,5.00
f,Flatbush,Brooklyn,Entire home/apt,4,192,0.00,0.00
f,Bushwick,Brooklyn,Private room,1,40,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,6,432,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,9,95,0.00,0.00
f,Long Island City,Queens,Private room,2,72,5.00,4.67
f,Boerum Hill,Brooklyn,Entire home/apt,3,165,5.00,5.00
f,Flatlands,Brooklyn,Entire home/apt,2,95,4.75,4.94
f,Carroll Gardens,Brooklyn,Entire home/apt,2,100,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,221,4.50,4.50
t,Flatbush,Brooklyn,Private room,1,69,4.84,4.96
f,Flatbush,Brooklyn,Private room,2,62,4.82,4.67
t,Flatlands,Brooklyn,Private room,2,110,4.83,5.00
t,East Flatbush,Brooklyn,Private room,2,80,4.58,4.85
f,Red Hook,Brooklyn,Entire home/apt,2,209,4.88,5.00
f,Kips Bay,Manhattan,Entire home/apt,2,207,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,4,268,4.92,4.77
f,Kew Gardens,Queens,Private room,2,150,0.00,0.00
f,Midtown,Manhattan,Private room,1,45,5.00,5.00
f,Rego Park,Queens,Private room,2,84,4.00,3.25
f,Flatbush,Brooklyn,Private room,2,98,4.78,4.78
f,Forest Hills,Queens,Entire home/apt,8,170,4.77,4.35
f,Rego Park,Queens,Entire home/apt,6,139,4.78,4.89
f,Flatlands,Brooklyn,Shared room,2,56,0.00,0.00
t,Prospect Heights,Brooklyn,Entire home/apt,4,275,4.95,4.88
f,Lower East Side,Manhattan,Entire home/apt,3,123,0.00,0.00
t,SoHo,Manhattan,Entire home/apt,4,120,5.00,5.00
t,Hell's Kitchen,Manhattan,Entire home/apt,8,1007,4.97,4.87
f,Lower East Side,Manhattan,Entire home/apt,7,320,4.83,4.00
f,Lower East Side,Manhattan,Private room,2,93,4.39,4.11
f,Bedford-Stuyvesant,Brooklyn,Private room,1,42,4.91,4.91
f,Upper East Side,Manhattan,Entire home/apt,2,159,4.82,4.45
f,Bushwick,Brooklyn,Private room,1,40,4.67,4.33
f,Harlem,Manhattan,Private room,2,108,4.67,4.83
f,East Village,Manhattan,Entire home/apt,1,250,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,4,162,1.00,1.00
f,Midtown,Manhattan,Private room,2,234,0.00,0.00
f,Corona,Queens,Private room,2,60,4.35,4.35
f,Financial District,Manhattan,Entire home/apt,5,158,4.67,5.00
f,Crown Heights,Brooklyn,Entire home/apt,5,100,4.00,4.00
f,Lower East Side,Manhattan,Private room,1,90,4.75,4.75
f,Upper East Side,Manhattan,Entire home/apt,2,129,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,469,4.50,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,3,83,4.53,4.49
f,Midtown,Manhattan,Private room,12,1242,0.00,0.00
f,East Village,Manhattan,Private room,2,170,0.00,0.00
t,Midwood,Brooklyn,Entire home/apt,5,246,4.67,5.00
f,Kew Gardens,Queens,Private room,2,72,0.00,0.00
t,Astoria,Queens,Private room,1,52,4.72,4.92
t,East Flatbush,Brooklyn,Private room,3,75,4.70,4.78
t,East Flatbush,Brooklyn,Private room,2,80,4.33,4.57
t,East Village,Manhattan,Private room,2,200,4.88,4.73
f,Edenwald,Bronx,Private room,2,150,4.50,4.50
f,Bushwick,Brooklyn,Private room,2,50,4.79,4.86
f,Howard Beach,Queens,Entire home/apt,2,130,4.75,5.00
t,Flatbush,Brooklyn,Private room,2,85,4.89,4.97
f,Hell's Kitchen,Manhattan,Entire home/apt,2,190,5.00,5.00
f,Long Island City,Queens,Private room,2,95,4.81,4.73
f,Prospect Heights,Brooklyn,Entire home/apt,3,145,4.80,4.80
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,80,0.00,0.00
f,Bushwick,Brooklyn,Private room,2,45,4.73,4.39
f,Bushwick,Brooklyn,Private room,2,54,4.50,5.00
f,Financial District,Manhattan,Entire home/apt,5,263,0.00,0.00
t,Kensington,Brooklyn,Private room,2,60,4.93,4.98
f,Williamsburg,Brooklyn,Entire home/apt,6,329,4.73,4.79
f,Ozone Park,Queens,Private room,2,44,4.00,5.00
f,Tribeca,Manhattan,Private room,2,89,4.14,3.86
f,Lower East Side,Manhattan,Private room,2,103,4.44,4.28
f,Astoria,Queens,Private room,2,73,0.00,0.00
f,Flatlands,Brooklyn,Private room,2,85,5.00,5.00
t,Upper West Side,Manhattan,Entire home/apt,2,195,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,150,4.70,4.49
f,Astoria,Queens,Private room,2,69,4.90,4.90
f,East Village,Manhattan,Private room,1,171,5.00,4.82
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,154,4.80,4.90
f,West Village,Manhattan,Entire home/apt,2,225,3.00,1.00
f,Sunset Park,Brooklyn,Entire home/apt,3,116,0.00,0.00
t,Flatbush,Brooklyn,Private room,1,35,0.00,0.00
t,Flatbush,Brooklyn,Private room,1,46,0.00,0.00
t,Sunnyside,Queens,Private room,2,105,4.93,4.90
f,East Village,Manhattan,Entire home/apt,3,115,0.00,0.00
f,Chelsea,Manhattan,Entire home/apt,3,200,5.00,4.95
f,Midtown,Manhattan,Entire home/apt,2,149,5.00,5.00
f,Flatlands,Brooklyn,Private room,2,80,0.00,0.00
f,Mount Eden,Bronx,Private room,1,100,3.00,3.67
t,Astoria,Queens,Entire home/apt,2,195,5.00,4.40
t,Flatbush,Brooklyn,Private room,2,153,4.80,5.00
t,Cypress Hills,Brooklyn,Private room,2,47,4.42,4.88
f,East Flatbush,Brooklyn,Private room,2,79,5.00,4.00
f,Astoria,Queens,Private room,1,46,4.78,4.75
t,East Village,Manhattan,Entire home/apt,2,90,4.95,4.70
f,East Village,Manhattan,Entire home/apt,2,206,0.00,0.00
f,Lower East Side,Manhattan,Private room,1,93,4.78,4.51
f,Bushwick,Brooklyn,Private room,1,70,5.00,5.00
t,Hell's Kitchen,Manhattan,Entire home/apt,4,183,5.00,5.00
t,East Village,Manhattan,Entire home/apt,1,100,5.00,5.00
f,Long Island City,Queens,Private room,1,75,4.80,4.00
f,Williamsburg,Brooklyn,Private room,2,120,4.88,4.82
f,Financial District,Manhattan,Entire home/apt,2,175,5.00,5.00
f,Sunnyside,Queens,Private room,1,44,4.75,4.75
t,Canarsie,Brooklyn,Entire home/apt,6,150,4.50,4.94
t,Park Slope,Brooklyn,Entire home/apt,3,161,4.94,5.00
t,Park Slope,Brooklyn,Entire home/apt,6,395,4.99,4.99
f,Upper East Side,Manhattan,Entire home/apt,3,200,4.75,4.88
f,Gramercy,Manhattan,Entire home/apt,2,390,4.82,4.82
f,Cypress Hills,Brooklyn,Private room,3,69,4.75,4.50
t,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,113,4.61,4.87
f,Howard Beach,Queens,Private room,2,89,4.40,4.47
t,Long Island City,Queens,Private room,3,88,4.80,4.91
t,Woodhaven,Queens,Private room,2,65,4.88,4.98
f,Bedford-Stuyvesant,Brooklyn,Private room,2,65,4.45,4.59
t,East Flatbush,Brooklyn,Private room,2,138,0.00,0.00
t,East Flatbush,Brooklyn,Entire home/apt,2,94,4.70,4.89
f,Elmhurst,Queens,Entire home/apt,9,421,4.67,5.00
f,Cypress Hills,Brooklyn,Private room,1,44,4.78,4.67
f,Forest Hills,Queens,Entire home/apt,12,999,4.53,4.60
f,Midwood,Brooklyn,Entire home/apt,3,82,4.88,4.82
f,Flatbush,Brooklyn,Private room,1,115,0.00,0.00
f,East Village,Manhattan,Entire home/apt,6,214,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,3,149,0.00,0.00
f,Long Island City,Queens,Private room,2,141,4.33,4.43
f,Ozone Park,Queens,Entire home/apt,3,99,5.00,5.00
f,East Flatbush,Brooklyn,Private room,4,98,4.56,4.70
f,Flatlands,Brooklyn,Private room,2,84,0.00,0.00
f,Flatbush,Brooklyn,Entire home/apt,6,94,5.00,5.00
f,Flatbush,Brooklyn,Entire home/apt,2,150,4.86,4.57
t,Tremont,Bronx,Private room,1,55,4.79,4.86
f,Astoria,Queens,Entire home/apt,2,99,4.67,4.71
t,East Flatbush,Brooklyn,Entire home/apt,8,190,4.46,4.84
f,Flatbush,Brooklyn,Entire home/apt,3,189,4.83,4.67
f,East Village,Manhattan,Entire home/apt,8,567,0.00,0.00
f,Cypress Hills,Brooklyn,Private room,1,46,5.00,5.00
t,Midwood,Brooklyn,Entire home/apt,6,124,4.85,4.91
f,Howard Beach,Queens,Private room,1,87,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,5,215,4.67,5.00
t,Cypress Hills,Brooklyn,Entire home/apt,3,76,4.65,5.00
f,Howard Beach,Queens,Private room,2,149,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,250,5.00,5.00
f,Upper West Side,Manhattan,Private room,1,80,4.96,4.86
f,Clason Point,Bronx,Entire home/apt,4,96,4.60,4.20
f,Flatlands,Brooklyn,Entire home/apt,3,101,4.68,4.47
f,Midtown,Manhattan,Private room,2,212,5.00,4.88
f,Lower East Side,Manhattan,Private room,2,95,4.50,4.50
t,Midtown,Manhattan,Private room,3,295,4.99,4.94
t,Astoria,Queens,Entire home/apt,4,149,4.81,4.91
f,East Village,Manhattan,Entire home/apt,2,144,0.00,0.00
f,Midtown,Manhattan,Private room,2,200,5.00,5.00
f,Long Island City,Queens,Private room,1,72,4.80,4.40
f,Flushing,Queens,Private room,4,94,5.00,4.67
f,Flatbush,Brooklyn,Entire home/apt,2,175,5.00,4.75
t,Hell's Kitchen,Manhattan,Entire home/apt,4,190,4.67,5.00
t,Nolita,Manhattan,Entire home/apt,7,199,4.93,4.93
f,Midtown,Manhattan,Private room,4,229,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,73,4.67,4.82
f,Cypress Hills,Brooklyn,Entire home/apt,7,150,4.64,4.73
f,Long Island City,Queens,Entire home/apt,4,120,4.00,4.25
f,Upper East Side,Manhattan,Entire home/apt,2,135,4.50,5.00
f,Upper West Side,Manhattan,Private room,2,257,4.90,4.91
f,Cypress Hills,Brooklyn,Private room,16,971,5.00,5.00
f,Flatlands,Brooklyn,Entire home/apt,4,149,4.65,4.73
f,Cypress Hills,Brooklyn,Entire home/apt,2,144,0.00,0.00
t,East Flatbush,Brooklyn,Private room,2,61,5.00,5.00
t,Jackson Heights,Queens,Entire home/apt,5,66,4.74,4.90
f,Chelsea,Manhattan,Entire home/apt,5,469,4.81,4.67
f,Ozone Park,Queens,Entire home/apt,4,125,4.73,4.68
f,Chelsea,Manhattan,Private room,2,90,4.79,4.55
t,Astoria,Queens,Entire home/apt,6,215,4.75,4.86
f,Jamaica,Queens,Entire home/apt,3,90,4.54,4.46
f,Flatbush,Brooklyn,Entire home/apt,2,150,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,16,2889,0.00,0.00
f,Bayside,Queens,Private room,6,89,4.92,4.81
f,Long Island City,Queens,Private room,2,69,4.89,4.56
f,West Village,Manhattan,Private room,1,95,5.00,4.38
f,Hell's Kitchen,Manhattan,Entire home/apt,4,264,4.76,4.52
f,Forest Hills,Queens,Private room,2,80,4.50,4.50
f,Springfield Gardens,Queens,Shared room,1,31,4.75,4.66
f,Cypress Hills,Brooklyn,Private room,2,65,4.21,4.48
f,Flatbush,Brooklyn,Entire home/apt,5,220,4.80,4.80
f,Midtown,Manhattan,Private room,4,235,4.33,4.67
f,Hell's Kitchen,Manhattan,Entire home/apt,5,340,0.00,0.00
t,East Flatbush,Brooklyn,Private room,2,65,0.00,0.00
t,East Flatbush,Brooklyn,Entire home/apt,6,101,0.00,0.00
f,Midtown,Manhattan,Private room,4,272,4.83,4.25
f,Claremont Village,Bronx,Private room,2,65,3.00,4.00
f,Long Island City,Queens,Private room,2,138,5.00,5.00
t,Midtown,Manhattan,Entire home/apt,6,634,5.00,5.00
t,Sunset Park,Brooklyn,Entire home/apt,2,236,4.95,4.93
f,Cypress Hills,Brooklyn,Entire home/apt,8,250,4.30,4.90
f,Lower East Side,Manhattan,Entire home/apt,4,125,0.00,0.00
f,Kips Bay,Manhattan,Entire home/apt,2,301,0.00,0.00
f,Chelsea,Manhattan,Entire home/apt,3,599,5.00,4.00
t,Red Hook,Brooklyn,Entire home/apt,2,251,4.92,4.81
f,Bedford-Stuyvesant,Brooklyn,Private room,2,55,4.58,4.58
t,Flatbush,Brooklyn,Private room,2,79,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,3,135,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,350,4.50,4.50
f,Chelsea,Manhattan,Private room,2,120,4.79,3.86
f,Hell's Kitchen,Manhattan,Entire home/apt,6,186,5.00,4.00
t,East New York,Brooklyn,Entire home/apt,4,92,4.44,4.78
f,Chelsea,Manhattan,Entire home/apt,3,300,5.00,5.00
f,Upper West Side,Manhattan,Entire home/apt,2,245,5.00,5.00
f,East Village,Manhattan,Entire home/apt,2,250,4.29,3.57
f,Howard Beach,Queens,Entire home/apt,6,1200,5.00,5.00
f,Bushwick,Brooklyn,Private room,1,65,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,209,4.93,4.81
f,Belmont,Bronx,Entire home/apt,3,171,5.00,5.00
f,Bushwick,Brooklyn,Private room,1,35,5.00,5.00
f,Midtown,Manhattan,Entire home/apt,2,326,0.00,0.00
f,Sunnyside,Queens,Private room,1,37,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,8,233,4.15,4.54
f,Kingsbridge,Bronx,Entire home/apt,1,100,0.00,0.00
t,Elmhurst,Queens,Entire home/apt,6,175,4.61,4.74
f,Bedford-Stuyvesant,Brooklyn,Private room,2,70,4.50,4.75
f,East Flatbush,Brooklyn,Private room,6,430,0.00,0.00
t,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,146,4.93,4.98
f,Bushwick,Brooklyn,Private room,2,72,4.58,4.72
t,Chelsea,Manhattan,Private room,2,326,4.00,2.00
f,Hell's Kitchen,Manhattan,Private room,3,99,0.00,0.00
t,Sunset Park,Brooklyn,Entire home/apt,2,132,4.72,4.74
f,New Dorp Beach,Staten Island,Entire home/apt,6,130,4.00,4.40
f,Long Island City,Queens,Entire home/apt,2,71,4.70,4.61
t,Roosevelt Island,Manhattan,Private room,2,88,4.76,4.89
t,East Village,Manhattan,Entire home/apt,2,370,4.94,4.93
t,East Flatbush,Brooklyn,Private room,1,31,4.73,4.80
f,Flatbush,Brooklyn,Entire home/apt,2,120,4.63,4.84
f,Long Island City,Queens,Private room,3,189,4.33,4.67
f,Murray Hill,Manhattan,Private room,2,286,0.00,0.00
f,Chelsea,Manhattan,Entire home/apt,2,204,0.00,0.00
t,East Flatbush,Brooklyn,Private room,1,38,5.00,5.00
f,Midtown,Manhattan,Private room,10,666,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,5,187,4.36,4.79
f,Upper West Side,Manhattan,Private room,6,257,4.88,4.73
f,Flatbush,Brooklyn,Entire home/apt,10,165,4.59,4.74
f,Midtown,Manhattan,Entire home/apt,3,117,5.00,4.33
t,Elmhurst,Queens,Private room,2,57,4.76,4.92
f,Astoria,Queens,Private room,2,81,4.50,3.90
f,Astoria,Queens,Private room,4,180,4.85,4.90
f,Bushwick,Brooklyn,Entire home/apt,2,100,4.95,4.95
f,Midtown,Manhattan,Private room,16,1473,0.00,0.00
t,Sunset Park,Brooklyn,Entire home/apt,6,338,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,490,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,8,561,0.00,0.00
f,Long Island City,Queens,Private room,2,204,5.00,5.00
f,Midtown,Manhattan,Private room,4,221,4.95,4.79
f,Long Island City,Queens,Private room,2,90,0.00,0.00
f,Port Morris,Bronx,Private room,1,150,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,150,4.70,4.65
f,Park Slope,Brooklyn,Entire home/apt,4,250,5.00,5.00
f,East Flatbush,Brooklyn,Entire home/apt,4,96,4.40,4.57
f,East Flatbush,Brooklyn,Entire home/apt,4,189,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,2,446,5.00,5.00
f,East Harlem,Manhattan,Private room,2,62,0.00,0.00
f,Astoria,Queens,Private room,1,129,4.80,4.90
f,Lower East Side,Manhattan,Entire home/apt,6,166,4.78,4.76
f,East Village,Manhattan,Private room,1,60,5.00,5.00
f,Lower East Side,Manhattan,Entire home/apt,2,138,4.75,4.75
f,East Village,Manhattan,Entire home/apt,4,450,0.00,0.00
f,Flatbush,Brooklyn,Entire home/apt,2,120,4.29,5.00
f,Long Island City,Queens,Entire home/apt,2,219,5.00,5.00
f,Midtown,Manhattan,Private room,2,593,0.00,0.00
f,Hell's Kitchen,Manhattan,Private room,1,90,0.00,0.00
f,Chelsea,Manhattan,Entire home/apt,4,268,5.00,4.93
f,Hell's Kitchen,Manhattan,Entire home/apt,3,369,5.00,5.00
f,Chelsea,Manhattan,Entire home/apt,4,800,5.00,5.00
f,East Village,Manhattan,Entire home/apt,8,3000,5.00,5.00
f,Midtown,Manhattan,Private room,2,227,4.76,4.24
f,Lower East Side,Manhattan,Private room,1,5000,0.00,0.00
f,Long Island City,Queens,Private room,1,75,4.86,4.79
f,Elmhurst,Queens,Entire home/apt,2,130,4.83,4.83
f,Bedford-Stuyvesant,Brooklyn,Private room,2,145,4.68,4.71
f,Hell's Kitchen,Manhattan,Entire home/apt,3,369,0.00,0.00
f,East Village,Manhattan,Private room,2,200,4.83,5.00
f,Lower East Side,Manhattan,Entire home/apt,2,369,0.00,0.00
f,Astoria,Queens,Entire home/apt,3,169,5.00,5.00
f,Greenwich Village,Manhattan,Entire home/apt,7,1800,5.00,4.00
f,Long Island City,Queens,Private room,1,71,4.69,4.62
f,Woodhaven,Queens,Entire home/apt,2,180,0.00,0.00
f,Bushwick,Brooklyn,Entire home/apt,4,200,4.67,4.67
f,Lower East Side,Manhattan,Entire home/apt,12,1330,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,60,4.66,4.81
t,Elmhurst,Queens,Private room,2,115,4.50,5.00
t,Boerum Hill,Brooklyn,Entire home/apt,4,269,4.91,4.89
t,St. Albans,Queens,Private room,2,85,4.77,4.81
t,Bedford-Stuyvesant,Brooklyn,Private room,1,32,0.00,0.00
t,Hell's Kitchen,Manhattan,Private room,4,287,4.71,4.83
f,Midtown,Manhattan,Private room,16,1473,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,2,290,5.00,5.00
f,Upper West Side,Manhattan,Private room,2,79,4.91,4.42
f,East Harlem,Manhattan,Private room,2,6080,4.58,4.61
