id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,price,number_of_reviews,review_scores_location
26447954,Vinegar Hill,Brooklyn,40.70221,-73.98461,4,2,165,0,0
26448665,Sunnyside,Queens,40.74347,-73.91396,3,2,70,1,5
26449881,Williamsburg,Brooklyn,40.71156729,-73.94952548,4,2,189,0,0
26450631,Woodside,Queens,40.74173,-73.90586,4,7,181,171,4.84
26452047,Mariners Harbor,Staten Island,40.62935,-74.16225,3,2,60,3,4
26455688,Astoria,Queens,40.75601,-73.91337,3,4,69,82,4.84
26456925,Woodside,Queens,40.74191,-73.89255,3,1,67,4,4.25
26458835,Stuyvesant Town,Manhattan,40.73349,-73.97775,3,1,50,1,0
26464045,Fort Greene,Brooklyn,40.69352,-73.97051,4,6,800,0,0
26465413,Midtown,Manhattan,40.75563,-73.97106,3,2,125,8,5
26470188,Greenwich Village,Manhattan,40.73163,-73.99199,4,3,226,1,0
26471867,Clinton Hill,Brooklyn,40.69525,-73.96545,4,4,95,51,4.73
26473275,South Slope,Brooklyn,40.66473,-73.98143,4,4,105,10,5
26473576,Greenpoint,Brooklyn,40.73508,-73.95391,3,2,80,7,4.71
26474402,Baychester,Bronx,40.87232,-73.84146,4,6,120,21,4.62
26475612,Williamsburg,Brooklyn,40.71821,-73.94442,4,2,135,189,4.92
26476238,Flushing,Queens,40.75804,-73.81857,3,2,40,6,3.8
26476892,East Flatbush,Brooklyn,40.64738,-73.95091,3,2,81,104,4.63
26488707,Harlem,Manhattan,40.81619,-73.94548,3,2,72,23,4.64
26489146,Lower East Side,Manhattan,40.71924,-73.98992,3,2,89,5,4.8
26489955,Chinatown,Manhattan,40.71375,-73.99905,3,2,107,42,4.92
26494242,Lower East Side,Manhattan,40.71973,-73.98504,4,2,175,8,4.86
26494942,Kensington,Brooklyn,40.62954,-73.97472,3,2,49,36,4.69
26496075,Crown Heights,Brooklyn,40.67474,-73.94376,3,1,43,25,4.64
26496330,Crown Heights,Brooklyn,40.67895,-73.95699,3,1,70,2,5
26496505,Queens Village,Queens,40.70635,-73.74056,4,2,1800,224,4.66
26496511,Williamsburg,Brooklyn,40.72143,-73.96344,4,2,364,2,5
26497890,Sunset Park,Brooklyn,40.66171,-73.99067,3,2,68,145,4.9
26500063,Elmhurst,Queens,40.73699,-73.87393,3,2,63,61,4.79
26500082,Woodside,Queens,40.74221,-73.90223,3,2,93,1,5
26501791,Glendale,Queens,40.70118,-73.87892,4,2,84,91,4.64
26516462,Clason Point,Bronx,40.81323,-73.85321,3,2,68,8,4.88
26518547,Clason Point,Bronx,40.81185,-73.85336,3,2,71,4,5
26518779,East Village,Manhattan,40.72581,-73.97642,4,2,260,7,4.86
26520216,Midtown,Manhattan,40.75319,-73.99068,4,3,210,7,5
26522949,Boerum Hill,Brooklyn,40.69042,-73.9911,4,4,180,12,5
26524625,Sunset Park,Brooklyn,40.66168,-73.99426,3,2,85,4,4
26526269,Roosevelt Island,Manhattan,40.76467,-73.94856,3,2,150,2,5
26528032,Midtown,Manhattan,40.75165,-73.98461,1,1,85,1,5
26533797,Crown Heights,Brooklyn,40.67762,-73.94153,3,2,120,4,4.5
26534838,West Village,Manhattan,40.73473,-74.00582,4,2,149,6,4.6
26538433,Bushwick,Brooklyn,40.70275,-73.92773,4,9,390,4,4.75
26550322,Washington Heights,Manhattan,40.85506,-73.93194,4,6,255,66,4.85
26552832,East Harlem,Manhattan,40.79446,-73.94185,3,2,79,7,4.71
26554937,Arverne,Queens,40.59263,-73.7964,4,4,213,61,4.69
